기관명,계약명,계약일,계약금액,계약상대자,키워드
성산고등학교,[카드] 두드림 프로그램(교직원과 함께하는 미니 꽃바구니 만들기) 운영 경비,2026-08-26,99600,맘스터치(대구이곡점),그램
성서고등학교,2026학년도 2학년 학습역량키움 프로그램 운영 상품권 구입,2026-08-26,208740,대성문구,그램
대구안일초등학교,2026학년도 2학기 늘봄교실 맞춤형 프로그램 재료 구입 대금 지급,2026-08-26,3918940,주식회사 지마켓,그램
포산고등학교,2026학년도 협약 기관 연계 CLE 기업가 정신 프로그램 현수막 제작,2026-08-26,55000,(주)비슬광고공사,그램
경상중학교,2026학년도 대구미래학교 수업 및 평가 개선을 위한 에듀테크 프로그램 구입비 지출,2026-08-26,672000,위드플러스,그램
왕선중학교,2026. 여름방학 학력지원부 프로그램 활동 우수자 문화상품권 구입,2026-08-26,135800,미지유통,그램
대명고등학교,2026학년도 학업중단예방 홈바리스타 2급 자격과정 프로그램 운영비 지급,2026-08-26,1800000,평생직업개발원,그램
유가중학교,2026학년도 학습지원튜터 및 1수업2교사제 프로그램 운영을 위한 강화물 구입비 지급,2026-08-26,214140,G마켓,그램
대구강북초등학교,2026학년도 맞춤형 프로그램(신체활동) 재료 구입비 지급,2026-08-26,259700,이베이코리아(지마켓),그램
대구선명학교,2026학년도 늘봄학교 방과후 프로그램(쿠킹클래스) 재료비 지급(8월),2026-08-26,56000,꿈더한요리,그램
대구장기초등학교,[카드] 2026학년도 늘봄교실 맞춤형 프로그램 재료 구입비 지출,2026-08-26,2106710,주식회사 지마켓,그램
대구동원초등학교,2026학년도 방과후 프로그램 2분기 재료비 지급,2026-08-26,4776000,재단법인 대구행복한학교재단,그램
대구연경유치원,2026학년도 하계 방학 중 특수교육 방과후 과정 프로그램반 운영 물품 구입비 지급,2026-08-26,412240,"이베이코리아 유한책임회사(옥션, 지마켓)",그램
남대구초등학교,맞춤형 프로그램(공예놀이) 교육자료 구입비 지급,2026-08-26,250000,공예배우미협동조합,그램
시지고등학교,[지급] 학교적응력 향상을 위한 '솔리언 또래상담 마음챙김' 프로그램 운,2026-08-26,400000,아로마인,그램
동촌중학교,[카드]2026학년도 다:행복한 소통회복 프로그램(꽃바람이야기) 활동비 지급,2026-08-26,329000,원예복지협동,그램
사수중학교,2026학년도 CP동아리(디퍼런트) 프로그램 구입비 지급,2026-08-26,191020,(주)이베이코리아(g마켓),그램
대구청림초등학교,2026학년도 맞춤형프로그램 3분기 준비물 구입비 지급,2026-08-26,912280,주식회사 지마켓,그램
포산고등학교,"CLE 기업가 정신교육 프로그램(오사쯔, 엔트리, 수용소) 물품 구입 대금지급",2026-08-26,330310,쿠팡(주),그램
오성고등학교,2026 학생 정신건강 증진을 위한 힐링 아로마테라피 프로그램 재료비 지출,2026-08-26,234000,한국아로마교육원,그램
산격중학교,2026. 다:행복한 소통·회복을 위한 프로그램 '힐링카페愛' 운영 물품,2026-08-26,125000,카브로스터리,그램
범물중학교,2026. 두드림 프로그램 운영을 위한 학생 강화물 구입비 지급,2026-08-26,330680,주식회사 지마켓,그램
구남중학교,학생 대상 성폭력 예방 프로그램 실시,2026-08-26,420000,대구아름청소년성문화센터,그램
군위중학교,[카드] 2026학년도 학생맞춤통합지원 '신발문짝' 프로그램 9월 운영물,2026-08-26,43860,지마켓글로벌 유한책임회사,그램
대구동천초등학교,2026학년도 늘봄학교 방과후 컴퓨터 여름방학 특강 프로그램 재료비 지급,2026-08-26,1200000,(주)에듀파인,그램
율원중학교,1학년 자유학기제 주제선택 프로그램 책따라 마음산책반 운영 물품(감정일기장 외 3종) 구입,2026-08-26,201000,(주)지마켓(옥션),그램
율원중학교,1학년 자유학기제 주제선택 프로그램 책따라 마음산책반 운영 물품(도서) 구입,2026-08-26,92700,(주)알라딘커뮤니케이션,그램
비슬고등학교,2026학년도 2학기 독서인문교육 관련 프로그램 운영을 위한 도서 구입비 지급,2026-08-26,805500,학우사,그램
경북고등학교,2026. 1학년 대구 고교특화형 문화예술프로그램 체험 운영 물품 구입,2026-08-26,1164340,쿠팡(주),그램
대구세명학교,2026학년도 늘봄학교 맞춤형 프로그램(놀이미술) 9월 학습 준비물 구입비 지급,2026-08-26,578590,주식회사 레드포인트,그램
대구일중학교,2026. 다:행복한 소통?회복 프로그램(커피와 이야기반) 체험비 지급,2026-08-26,99070,쿠팡(주),그램
학산중학교,2026 두드림 다중지원프로그램 운영 물품 구입비 지출,2026-08-26,73800,예스이십사(주),그램
포산고등학교,2026 CLE 기업가 정신교육 프로그램 물품 구입 대금,2026-08-26,270920,쿠팡(주),그램
함지고등학교,"2026 주경야독 프로그램(2기, 여름방학 및 1기 누락분) 참여 우수 학생 상품권 구입(",2026-08-25,439500,미지유통,그램
계성고등학교,[구입]전문학술자료 검색 프로그램 구입비 지급,2026-08-25,1090000,누리미디어,그램
경화여자고등학교,2026학년도 위기학생 마음건강증진 프로그램 물품 구입,2026-08-25,164630,주식회사지마켓,그램
대명중학교,2026. 한-일 국제 교류 프로그램 운영을 위한 방일 항공료(추가),2026-08-25,589100,주식회사 뉴평화관광여행사,그램
대구한실초등학교,2026학년도 유초연계 이음교육 예술체험 프로그램 운영 물품비 지출,2026-08-25,235200,쿠팡(주),그램
대구국제고등학교,기숙사 프로그램 문화 체험 활동 물품 구입비 지급,2026-08-25,189270,주식회사 지마켓,그램
대명중학교,2026. 다:행복한 소통?회복 프로그램 운영 준비물 구입비 지급,2026-08-25,162330,11번가(주),그램
대구중리초등학교,2026학년도 유치원 8월 방과후 과정 특성화프로그램 과학 교재 대금 지급,2026-08-25,60000,주식회사 동심에듀,그램
대구만촌초등학교,(카드)늘봄학교 맞춤형 프로그램(전래놀이) 수업 재료 구입,2026-08-25,95950,지마켓-옥션,그램
동대구초등학교,늘봄학교 프로그램 운영을 위한 칠판 소모품 구입,2026-08-25,1552100,한일칠판,그램
산격중학교,(카드) 2026. 다:행복한 소통·회복 프로그램 운영(커피와 향긋한 차향이 함께하는 아로,2026-08-25,86820,(주)현대백화점 더현대 대구,그램
대구동부고등학교,"(카8056) 교육과정중점학교 인문사회 꿈프로젝트(꿈키움, 꿈정원) 방과후 프로그램 팀별",2026-08-25,867300,주식회사 지마켓,그램
포산고등학교,"2026학년도 학생정서·행동특성검사 관심군 학생 및 1, 2학년 대상 집단상담 프로그램 운",2026-08-25,2880000,휴노LAB,그램
송현여자중학교,2026 수품책 프로그램 운영 학생 도서 구입,2026-08-25,271350,(주) 알라딘커뮤니케이션,그램
대구동산초등학교,[S2B] 2026학년도 늘봄교실 맞춤형 프로그램 도서 구입비 지급,2026-08-25,1175760,동아도서,그램
대명고등학교,2026학년도 다행복한 프로그램 선취업 후진학 특강 교육 경비 지급,2026-08-25,264000,주식회사 위더스커리어,그램
대명고등학교,2026학년도 다행복한 프로그램 선취업 후진학 특강 물품 구입 외 지급,2026-08-25,54000,디잔피아,그램
입석중학교,2026학년도 학습집중채움 프로그램 운영 물품 구입,2026-08-25,30600,주식회사 지마켓,그램
대구선명학교,2026학년도 행동중재 프로그램 물품 구입(잉크젯용 A4전지 외 5종),2026-08-25,240700,쿠팡(주),그램
경북여자고등학교,2026학년도 학생 주도형 창의융합 학자양성 프로그램 활동을 위한 학생 식사 구입(수정)비,2026-08-25,178000,버거킹,그램
대구보건고등학교,2026 직업계고 다행복한 프로그램 운영비 청구,2026-08-25,295690,쿠팡(주),그램
대구한실초등학교,2026학년도 늘봄학교 맞춤 프로그램(7~8월) 재료 구입,2026-08-25,600000,(주)미술공장,그램
영신고등학교,2026년 학업중단예방을 위한 '사재 동행' 집단상담 프로그램 운영 물품,2026-08-25,68040,주식회사 지마켓,그램
대구농업마이스터고등학교,[카드] 다:행복 프로그램 협의를 위한 다과 구입,2026-08-25,131020,"(주)이베이코리아(지마켓, 옥션)",그램
대구일중학교,2026. 다:행복한 소통 회복 프로그램(길봉카페반) 체험비 지급,2026-08-25,146830,쿠팡(주),그램
대구칠성초등학교,2026 칠성초 영재학급 영재융합특별프로그램 운영 재료 추가 구입비 지출,2026-08-25,68140,(주)아이스크림미디어,그램
강북고등학교,"(독서인문동아리 운영) 인문학 한마당 프로그램 운영 물품 구입[소모품, 과자세트외2개]",2026-08-25,403900,이베이코리아 G마켓,그램
율원중학교,2026. 1학년 자유학기제 주제선택 프로그램 문학첫만남 운영 물품(네임펜) 구입,2026-08-25,120780,(주)지마켓(옥션),그램
대구일중학교,2026. 다:행복한 소통?회복 프로그램(차 한잔의 여유) 체험비 지급,2026-08-25,113160,쿠팡(주),그램
관천중학교,2026학년도 2학기 학습지원튜터 멘토링 프로그램 운영 물품 구입 대금 지출,2026-08-25,133060,지마켓,그램
대진중학교,"[카드, 지마켓] 2026학년도 자유학기 주제선택 프로그램 학습재료 구입비 지급",2026-08-25,434510,주식회사 지마켓,그램
대구성보학교,2026학년도 중도중복장애학생 의료적 지원 성보 한 걸음 더 프로그램 재료(스퀴즈볼외 5종,2026-08-25,215620,주식회사 지마켓,그램
대구비슬초등학교,2026학년도 늘봄학교 맞춤형 프로그램 여름방학 추가 물품 구입대금 지급,2026-08-25,4778400,맥사이언스,그램
대구중학교,2026학년도 3기 학습집중채움 프로그램 운영 물품 구입,2026-08-25,632750,주식회사 지마켓,그램
대구고등학교,학교특색활동 프로그램 운영 물품 구입,2026-08-25,122930,G마켓(이베이코리아 유한책임회사),그램
달성중학교,(신용카드)2026. 2학기 학습 집중채움 프로그램(16개 강좌) 운영을 위한 강화물 구입,2026-08-25,437220,지마켓글로벌 유한책임회사,그램
대구만촌초등학교,2026학년도 늘봄학교 프로그램 공개 현수막 제작 대금 지급,2026-08-24,49500,동아기획사,그램
대곡중학교,[카드]2026학년도 두드림학교 프로그램(카르페디엠 레더 클래스) 운영 물품 구입비 지출,2026-08-24,171030,지마켓글로벌 유한책임회사,그램
대구옥포초등학교,방과후 프로그램 플루트부 악기 수리비 지출,2026-08-24,230000,비에스 플루트(BS FLUTE),그램
월암중학교,2026. 문해력 워크북 도장깨기 프로그램 운영을 위한 물품 구입비 지출,2026-08-24,445500,주식회사 지마켓,그램
대건고등학교,(고교 교육력 제고 사업) 2학기 의약학 프로그램 생명과학 실험 재료 구입,2026-08-24,217800,한샘과학,그램
대곡중학교,[카드]2026학년도 두드림학교 프로그램 쏘잉공방 운영 물품 구입비 지출,2026-08-24,124550,지마켓글로벌 유한책임회사,그램
율원중학교,2026학년도 대구미래학교 학습을 위한 AI 프로그램 이용권 구입,2026-08-24,132000,주식회사 데이터드리븐,그램
산격중학교,(카드) 2026. 2학기 학교 설명회 및 진학 입시설명회 식물가꾸기 프로그램 재료 구입,2026-08-24,350000,플라워스튜디오 마이퍼플,그램
원화여자고등학교,[달서구청] 문해력 향상 프로그램 도서 구입비(2차),2026-08-24,293810,(주)알라딘커뮤니케이션,그램
화원중학교,2026. 학습지원튜터프로그램 운영물품 구입,2026-08-24,51430,쿠팡(주),그램
대곡고등학교,2026학년도 2학기 선생님과 함께하는 북멘토링 프로그램 운영을 위한 도서 구입,2026-08-24,3013020,가나다문구서점,그램
대구중학교,2026. 여름방학 기초·기본학력 향상 프로그램 우수 참가자 상품(문화상품권) 구입,2026-08-24,269750,미지유통,그램
원화여자고등학교,[EFT] 두드림 마음챙김 프로그램 클레이 키트 구입비,2026-08-24,54740,쿠팡(주),그램
대구송정초등학교,늘봄학교 맞춤형 프로그램 겸용교실 학급 운영 물품 구입,2026-08-24,1244040,지마켓글로벌 유한책임회사,그램
대구구지초등학교,2026학년도 늘봄학교 2학기 맞춤형 프로그램 물품(수채색연필 외 22종) 구입,2026-08-24,2160950,(주)오피스배재,그램
경북예술고등학교,"학생맞춤통합지원 심리, 정서 지원 프로그램 교육활동 재료 구입",2026-08-24,1519000,쿠팡(주),그램
매천고등학교,2026학년도 교육력 제고를 위한 실전 완성 모의평가 프로그램 운영비 지출,2026-08-24,1800000,대본서적,그램
율원중학교,1학년 자유학기제 주제선택 프로그램 감동의 공식반 운영 물품 구입,2026-08-24,395760,(주)지마켓(옥션),그램
덕화중학교,2026학년도 자유학기 주제선택활동(정의를 세우는 교실) 프로그램 운영 물품 구입비((카드,2026-08-24,327400,지마켓,그램
대구태전초등학교,2026 8월 늘봄교실 맞춤형프로그램 재료 및 소모품 구입비 지급,2026-08-24,746930,주식회사 지마켓(옥션),그램
대구동중학교,2026. 자유학기제 주제선택 프로그램 수업 운영을 위한 물품 구입비 지급[카드],2026-08-24,384000,지마켓글로벌 유한책임회사,그램
강북고등학교,"(독서인문동아리 운영) 인문학 한마당 프로그램 운영 물품 구입[소모품, 치약칫솔 세트]",2026-08-24,574860,고려기프트(주),그램
동평중학교,2026. 다행복한 소통 회복 프로그램 운영을 위한 재료 구입(카드),2026-08-24,18300,이베이코리아 유한책임회사,그램
강북고등학교,"(고교학점제 운영) 인문학 한마당 프로그램 운영 물품 구입 [소모품, 리플렛]",2026-08-24,270000,경영사,그램
대구범어초등학교,2026학년도 여름방학 중 맞춤형 프로그램 수업을 위한 재료 구입(미술놀이부)비 지급,2026-08-24,650000,앤,그램
동평중학교,2026학년도 자유학기 주제선택프로그램(DP 팩토리반) 활동 물품 신청(카드),2026-08-24,898800,11번가 주식회사,그램
호산고등학교,2026학년도 2학기 특수교육대상학생 성인권교육 프로그램 운영비 지급,2026-08-24,150000,소우주 성인권센터,그램
대구문성초등학교,늘봄학교 맞춤형 프로그램 학습 재료 구입비 지급,2026-08-24,421560,주식회사 지마켓,그램
성당중학교,[카드]2026. 여름방학 기초학력 향상 프로그램 활동 우수 학생 상품 구입비 지급(학용품,2026-08-24,227720,주식회사 지마켓,그램
대구중앙초등학교,3분기 늘봄학교 맞춤형 프로그램 교육자료(텅드럼 말렛 스틱 외) 구입,2026-08-24,544820,주식회사 지마켓,그램
학남중학교,[카드]2026학년도 1학년 자유학기 주제선택프로그램 수업 재료 구입비 지급,2026-08-24,990000,주식회사 지마켓,그램
중리중학교,2026학년도 메이커교육 선도학교 운영을 위한 동아리 시간 활용 메이커 프로그램 물품 구입,2026-08-24,22600,주식회사 지마켓,그램
왕선중학교,(카드)2026학년도 통합교육 프로그램 운영 물품 구입비 지급,2026-08-24,301760,주식회사 지마켓,그램
대구중앙초등학교,3분기 늘봄학교 맞춤형 프로그램 교육자료(양수쌤이 추천하는 숫자 원마커 외) 구입,2026-08-24,1271100,(주)아이스크림미디어,그램
유가중학교,2026학년도 1학기 학습 집중채움 프로그램 및 여름방학 배움기록장 우수 학생상품 구입비,2026-08-24,373100,맘스터치 대구현풍점,그램
대구북부초등학교,[카드] 2026학년도 여름방학 중 늘봄학교 돌봄특강 프로그램 재료 구입,2026-08-24,503300,이베이코리아 유한책임회사,그램
팔달중학교,2026. 기초학력부 학교 적응력 향상 프로그램(쿠킹 클래스) 운영비 지급,2026-08-24,1200000,꿈드림클래스,그램
칠곡중학교,[카드] 2026학년도 특수학급 독후활동 연계 직업교육프로그램 재료 구입,2026-08-24,202760,지마켓글로벌 유한책임회사,그램
천내중학교,2026. 교육복지우선지원사업 진로이음프로그램(제과제빵) 활동에 필요한 물품(앞치마 외 1,2026-08-24,148010,이베이코리아(G마켓),그램
대구달산초등학교,늘봄학교 맞춤형프로그램 재료 구입(카드),2026-08-24,365000,주식회사 지마켓,그램
경북공업고등학교,2026학년도 2학기 학부모 마음챙김 프로그램 실시 및 관련 경비(재료비),2026-08-24,400000,컬러풀,그램
성당중학교,[카드]2026. 2학기 학습집중채움프로그램 학습 강화물 구입비 지급,2026-08-24,548360,주식회사 지마켓,그램
유가중학교,2026학년도 2학기 학습 집중채움 프로그램 교과별 협의회 다과 구입비 지급,2026-08-23,350180,보닉하우스샌요락,그램
심인고등학교,(인재양성) 2026. 학부모와 함께하는 수시 지원 전략 설계 프로그램 운영 물품 구입비,2026-08-22,100000,샐러리아세천점,그램
대구효목초등학교,2026년 늘봄학교 방학특강 및 9월 맞춤형 프로그램 재료 구입대금 지급,2026-08-21,1237690,주식회사 지마켓,그램
대구관문초등학교,[카드] 늘봄프로그램실 환경정리물품 구입비 지급,2026-08-21,1282200,지마켓글로벌 유한책임회사,그램
대구과학기술고등학교,2026학년도 2학기 두드림 프로그램(조향) 강사비 및 재료비 지급,2026-08-21,380000,카보노,그램
성당중학교,[카드]2026. 자유학기 주제선택 프로그램(깊이 읽고 넓게 생각하기) 수업 물품 구입비,2026-08-21,276500,S2B(학교장터),그램
대구과학기술고등학교,(학습집중채움)2026학년도 2학기 프로그램 도서 구입,2026-08-21,988200,예스24,그램
대구복현초등학교,2026학년도 늘봄학교 방과후 프로그램(업체위탁) 7월 강사료 지급,2026-08-21,19360980,(주)대교에듀캠프,그램
영신고등학교,학생 정신건강을 위한 타로카드 활용 집단상담 프로그램 운영 물품 구입,2026-08-21,601340,주식회사 지마켓,그램
대진중학교,"[카드, 쿠팡] 2026학년도 자유학기 주제선택 프로그램 학습재료 구입비 지급",2026-08-21,315030,쿠팡(주),그램
대구과학고등학교,학교 및 기숙사 생활 상벌점제 관리를 위한 프로그램 사용기간 연장,2026-08-21,396000,(주)아이디프로,그램
영신중학교,2026학년도 다:행복한 소통·회복 프로그램(영신 라겟 교사단) 운영비 지급,2026-08-21,164600,이베이코리아유한책임회사,그램
군위중학교,[카드] 2026학년도 학생맞춤통합지원 프로그램 '아침의 베이커리' 물품,2026-08-21,379070,11번가,그램
대곡중학교,"[카드, 교육경비보조금] 2026학년도 2학기 특수학급 진로와직업 프로그램(2) 실시 운영",2026-08-21,1500000,스튜디오 앙스,그램
대구반도체마이스터고등학교,[카드] 2026.학업중단예방프로그램 희망키움 동아리활동 물품(공구박스 등) 구입,2026-08-21,223570,지마켓글로벌 유한책임회사,그램
대곡중학교,"[카드, S2B]2026학년도 두드림학교 프로그램(우리동네 예체능(농구)) 운영 물품 농구",2026-08-21,184000,학교장터(S2B),그램
서변중학교,(카드)[자유학기] 주제선택프로그램 운영을 위한 물품 구입,2026-08-21,355700,주식회사 지마켓,그램
월암중학교,2026. 교육국제화특구 학습자 맞춤형 인공지능 활용 영어교육을 위한 프로그램(클래스카드),2026-08-21,1237500,주식회사 클래스카드,그램
경신중학교,2026학년도 '마음 드로잉 프로그램' 운영에 필요한 물품 구매비 지급,2026-08-21,519630,"지마켓글로벌 유한책임회사(G마켓, 옥션)",그램
영신고등학교,행복한 학교 만들기 두드림 학교 프로그램 '내 마음 속 스케치북' 운영비,2026-08-21,500000,미도리공방,그램
화원중학교,2026학년도 교직원 다행복한 소통 회복 프로그램 티톡(T-Talk)반 2학기 물품 구입,2026-08-21,64200,쿠팡(주),그램
대구일중학교,2026. 다:행복한 소통·회복 프로그램(커피와차담반) 체험비 지급,2026-08-21,26500,사운즈커피미니 침산1차,그램
학남고등학교,2026학년도 학생 주도 진학 브랜드 활동 '드림메이커' 프로그램 운영,2026-08-21,110000,한국디지털출력센터,그램
대구관광고등학교,2026학년도 직업계고 다 행복한 프로그램 운영을 위한 물품(토너 외 6종) 학교장터 구입,2026-08-21,934000,에스비상사,그램
경명여자고등학교,교과연계 인성교육 프로그램 소모품 구입,2026-08-21,160000,경명여고에듀레 사회적협동조합,그램
대구대천초등학교,[카드]2026학년도 늘봄학교 3분기 맞춤형프로그램 운영 물품 구입 대금,2026-08-21,1618120,주식회사 지마켓,그램
서대구중학교,2026. IB 프로그램 운영을 위한 과학 교과 워크북 제작비 지급,2026-08-21,244200,경대디지탈,그램
대구중학교,2026. 남부 IB 중학교 탐구기반학습 체험 프로그램 운영을 위한 현수막 제작 및 설치,2026-08-21,55000,동아기획사,그램
월서중학교,(카드)2026년 교직원 다:행복 소통 회복 프로그램(티타임 동아리) 물품 구입비 지급,2026-08-21,101000,쿠팡(주),그램
사수중학교,2026학년도 CP동아리(탐사수 프로젝트) 프로그램 구입비 지급,2026-08-21,22200,(주)이베이코리아(g마켓),그램
대곡중학교,[교육경비보조금] 2026학년도 2학기 특수학급 진로와직업 프로그램(1) 실시 운영비 지출,2026-08-21,1500000,달달한가 봄,그램
대구대진초등학교,"[카드]2026학년도 늘봄학교 맞춤형 프로그램 재료비(동화구연A,B, 동요부르기A) 구입비",2026-08-20,500250,지마켓글로벌 유한책임회사,그램
달성중학교,(신용카드)2026학년도 여름방학 학교도서관 몰입독서 프로그램 활동 우수학생 시상 상품 구,2026-08-20,150000,예스이십사(주),그램
자연누리유치원,IB 프로그램 연구회 도서 구입비 지급,2026-08-20,99000,교보문고,그램
대구북중학교,"""Wee클래스 충전소, 에너지 업"" 프로그램 소모품 구입",2026-08-20,38800,지마켓글로벌 유한책임회사,그램
대구종로초등학교,맞춤형 프로그램 재료 구입비 지급(카드),2026-08-20,1120290,주식회사 지마켓,그램
동평중학교,2026학년도 「동평중! 여름방학 놀면 뭐하니?」프로그램 운영 경비 신청(카드),2026-08-20,116320,이베이코리아 유한책임회사,그램
대구도남초등학교,(카드)맞춤형프로그램실 준비물품 구입비 지급,2026-08-20,314930,주식회사 지마켓,그램
성산중학교,2026. 다:행복한 소통·회복 프로그램(다도와 바리스타) 활동 물품 구입비 지급,2026-08-20,99440,주식회사 지마켓,그램
대구테크노초등학교,2026학년도 7월 늘봄학교 맞춤형 프로그램 재료비 지급,2026-08-20,1680530,주식회사 대경새론교육,그램
경일중학교,2026. 학습역량키움의 날 프로그램 운영비 지급,2026-08-20,2400000,주식회사 스프링캠프,그램
시지중학교,[카드]2026학년도 2기(여름방학) 학습 집중채움 프로그램 참여 우수 학생 상품 구입비,2026-08-20,67200,주식회사 지마켓,그램
대곡고등학교,영문증명서 발급 프로그램 라이센스 이용료,2026-08-20,396000,알리아스,그램
대구부계초등학교,(카드) [고매] 2026학년도 늘봄학교 프로그램(컴퓨터부) 운영 물품 구입,2026-08-20,90000,주식회사지마켓/옥션,그램
와룡고등학교,2026학년도 2학기 특수학급 특수체육 프로그램 위탁교육비 지급,2026-08-20,2340000,위더스운동발달센터,그램
대구국제고등학교,2026학년도 사제동행 고전강독 프로그램 DHI 클라시쿠스(1학년 및 2학년 추가) 학습,2026-08-20,2059870,예스이십사주식회사,그램
논공중학교,2026. IB 프로그램 교육환경 개선 액자 구입,2026-08-20,147990,이베이코리아 유한책임회사,그램
영신중학교,2026학년도 다:행복한 소통·회복 프로그램(영신 라겟 교사단) 운영비 지급,2026-08-20,67400,(주)쿨마켓,그램
군위중학교,[카드] 2026학년도 학습지원튜터 프로그램 교육 물품 구입,2026-08-20,108450,교보문고(주),그램
부계중학교,학습코칭 프로그램 위탁 용역,2026-08-20,400000,재단법인 대구행복한미래재단,그램
대구스마트고등학교,2026년 학생 성교육 프로그램 운영비 지급,2026-08-20,142000,로하스연구소 학교폭력예방종합지원센터,그램
서동중학교,2026. 메이커 교육 프로그램 운영 비품(자동컷팅기) 및 재료 구입비 지급,2026-08-20,2106000,G마켓,그램
대구선원초등학교,2026학년도 늘봄학교 방과후프로그램 3분기 홍보물 제작비 지급,2026-08-20,187000,무림인쇄,그램
대구고산초등학교,2026학년도 늘봄학교 맞춤형프로그램 재료 구입비 지급,2026-08-20,198000,(주)아이스크림미디어,그램
경신중학교,2026학년도 1학년 자유학기제 주제선택 프로그램(모두의 과학기술) 물품 구입비 지급,2026-08-20,835020,"지마켓글로벌 유한책임회사(G마켓, 옥션)",그램
군위중학교,위클래스 나너 어울림 레크레이션 프로그램 체험비 지급,2026-08-20,500000,청년기획,그램
효성여자고등학교,진로연계 수업확장 개념심화 탐구활동 AI 프로그램 구독료(클로드),2026-08-20,313586,ANTHROPIC,그램
관음중학교,2026학년도 여름방학 기초기본학력향상 프로그램 참여 우수 학생 상품(문화 상품권) 구입,2026-08-20,85000,오렌지서점 칠곡점,그램
대구제일중학교,2026학년도 자유학기 주제선택 프로그램 운영비(중구청 지원금 포함),2026-08-20,13475000,주식회사 크레듀랩,그램
대구대실초등학교,2026학년도 늘봄교실 맞춤형 프로그램(미술놀이) 재료 구입비 지급,2026-08-20,467250,(주)이베이코리아,그램
경북공업고등학교,2026학년도 반도체화공과 직업진로체험 프로그램 재료 구입비,2026-08-20,1125140,지마켓글로벌 유한책임회사,그램
대구공업고등학교,[S2B쇼핑몰]2026 다행복한 프로그램 수업 물품 구입비,2026-08-20,199000,올댓스쿨 주식회사,그램
대구수성초등학교,우리가족 행복 추억만들기 감정코칭 프로그램 원예 재료비 지급,2026-08-20,570000,향기가득아카데미,그램
동평중학교,2026 다행복한 소통 회복 프로그램 운영 재료(물품) 구입(카드),2026-08-20,106770,이베이코리아 유한책임회사,그램
대구동중학교,2026. 자유학기제 주제선택 프로그램 수업 운영을 위한 물품 구입비 지급[카드],2026-08-20,728560,지마켓글로벌 유한책임회사,그램
대구중학교,2026. 남부 IB 중학교 탐구기반학습 체험 프로그램 운영을 위한 다과 구입,2026-08-20,106000,주식회사 지마켓,그램
대구종로초등학교,2026학년도 2분기 8월 방과후 프로그램 미술부 재료비 지급,2026-08-20,78000,주식회사 협신,그램
대구동곡초등학교,(달성군-G2B) 8월분 원어민 화상 영어교육 프로그램 구입비 지급,2026-08-19,1352400,대구지방조달청,그램
대구송정초등학교,늘봄학교 맞춤형 프로그램 2학기 수업재료 구입 - 4차,2026-08-19,247930,지마켓글로벌 유한책임회사,그램
경북기계공업고등학교,2026. 대구 고교특화형 문화예술프로그램 D-Art路 공연 관람,2026-08-19,3720000,극단 헛짓,그램
대구청라중학교,1차 학업중단 예방을 위한 숙려제 프로그램(집단상담활동) 경비,2026-08-19,352000,머더파커 대구점,그램
대구제일여자상업고등학교,2026학년도 제2차 두드림학교 학교적응력 향상 프로그램 운영비,2026-08-19,900000,크리미하우스 요리교습소,그램
신기중학교,2026학년도 대구미래학교 교육활동 프로그램 운영을 위한 과학 워크북 제작비 지급,2026-08-19,778850,경대디지탈,그램
조일고등학교,(카드)재료비-학습역량키움 프로그램(볼펜),2026-08-19,38200,11번가,그램
영신고등학교,(명문고) 2026년 2차 디자인씽킹 프로그램 위탁운영비 지급,2026-08-19,3880000,(주)사막에강물교육연구소대구지사,그램
대구관문초등학교,[카드] 늘봄프로그램실 및 늘봄지원실 물품 구입비 지급,2026-08-19,272320,지마켓글로벌 유한책임회사,그램
대구달산초등학교,늘봄학교 맞춤형프로그램 재료 구입(카드),2026-08-19,1807720,주식회사 지마켓,그램
칠곡중학교,[카드] 2026. 여름방학 중 자율공부방 프로그램 참여 우수 학생 학습강화물 구입,2026-08-19,150600,11번가,그램
경구중학교,2026 두드림 학습코칭 프로그램 경비(재료비 외)지급,2026-08-19,810000,한국가이던스,그램
대구농업마이스터고등학교,2026학년도 3학년 생활금융 교육 프로그램 위탁 용역(G2B 전자계약),2026-08-19,2790000,위더스커리어,그램
관천중학교,[학교장터 구입]2026학년도 여름방학 자율학습공부방 프로그램 우수 참여자 포상,2026-08-19,124340,대성문구,그램
대구송정초등학교,늘봄학교 맞춤형 프로그램 2학기 수업재료 구입 - 4차(S2B),2026-08-19,150000,올리브샵,그램
수성고등학교,(G2B전자계약)2026학년도 진로의 날 전문 직업인과의 만남 프로그램 위탁용역,2026-08-19,3380000,재단법인 대구행복한미래재단,그램
심인고등학교,2026. 학생부종합전형 대비 2기 징검다리 프로그램 물품 추가 구입비 지급,2026-08-19,71810,지마켓,그램
도원고등학교,2026. AI·디지털 활용 융합 수업 역량 강화를 위한 프로그램 2차 구입,2026-08-19,2076000,제이로이,그램
덕화중학교,2026. 2학기 학생맞춤통합지원 프로그램 물품 구입비(카드),2026-08-19,299060,지마켓,그램
동평중학교,2026학년 자유학기 주제선택프로그램(마음교육) 활동 물품 구입(카드),2026-08-19,1086040,이베이코리아 유한책임회사,그램
대구남동초등학교,2026. 교육복지우선지원사업 여름방학교실(특기적성 및 멘토링프로그램) 물품 지출(지마켓),2026-08-19,16250,주식회사 지마켓,그램
