계약번호,구분,계약명,계약일,금액,수요기관,학교코드,급별,시도,상세URL,학교명,업체명
R26TE16505427,기술용역,[송원중] 인공지능(AI) 활용능력 프로그램 운영 용역 계약,2026-06-17,3120000,경기도교육청 경기도수원교육청 송원중학교,7541052,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01776018&ctrtChgOrd=01&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,송원중학교,(주)와이즈교육
R26TE16505479,기술용역,2026학년도 광운인공지능고등학교 대통령금배 축구대회,2026-07-09,43102400,서울특별시교육청 광운인공지능고등학교,7011505,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02043961&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,광운인공지능고등학교,이루는 여행사
R26TE16506176,기술용역,2026학년도 AI중점학교 교실형 코딩캠프 용역,2026-07-09,15000000,경상북도교육청 경안고등학교,8750145,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045772&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경안고등학교,주식회사 비전드림교육
R26TE16507199,기술용역,2026학년도 AI 디지털 교육 워크숍 운영 용역,2026-07-08,6602520,세종특별자치시교육청 조치원중학교,9300045,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02017447&ctrtChgOrd=01&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,조치원중학교,주식회사 세종트래비즈
R26TE16507317,기술용역,5-6학년 AI디지털활용 선도학교 프로그램(헬로메이플 블럭코딩수업)위탁 교육,2026-07-09,2750000,경기도교육청 경기도광주하남교육지원청 한홀초등학교,7692156,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02044388&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한홀초등학교,주식회사 클래스포에듀
R26TE16507552,기술용역,2026학년도 AI중점학교 교실형 코딩캠프 용역,2026-07-09,15000000,경상북도교육청 경안고등학교,8750145,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045772&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경안고등학교,주식회사 비전드림교육
R26TE16508469,기술용역,2026학년도 1학년 디지털 AI교육(AI와 함께하는 꿈 그리기 도예체험) 진로탐색활동 프로그램 위탁 운영,2026-07-08,7920000,대구광역시교육청 대구광역시남부교육청 월서중학교,7271034,중학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042542&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,월서중학교,고은도예
R26TE16509518,기술용역,2026학년도 화성초 방과후학교 운영관리 플랫폼 코디마스터 용역 계약 ,2026-02-20,660000,경기도교육청 경기도화성오산교육지원청 화성초등학교,7679092,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01507125&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,화성초등학교,로데브(주)
R26TE16509665,기술용역,2026 미래기술인재 양성을 위한 AI 인공지능 캠프 위탁,2026-07-06,2826000,충청남도교육청 논산여자상업고등학교,8140152,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033550&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,논산여자상업고등학교,제일교육
R26TE16510062,기술용역,2026학년도 창원북면고 1학기 학교자율적 교육과정 AI캠프 수업 프로그램 용역,2026-07-13,10350000,경상남도교육청 창원북면고등학교,9010698,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045543&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,창원북면고등학교,주식회사 어썸스쿨
R26TE16510254,기술용역,2026학년도 1학기 반석초등학교 소프트웨어 교육 용역 변경계약,2026-07-09,8602000,경기도교육청 경기도화성오산교육지원청 반석초등학교,7679026,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01630073&ctrtChgOrd=01&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,반석초등학교,아라사회적협동조합
R26TE16510283,기술용역,2026학년도 1학기 반석초등학교 소프트웨어 교육 용역 변경계약,2026-07-09,8602000,경기도교육청 경기도화성오산교육지원청 반석초등학교,7679026,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01630073&ctrtChgOrd=01&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,반석초등학교,아라사회적협동조합
R26TE16510393,기술용역,2026학년도 광운인공지능고등학교 대통령금배 축구대회,2026-07-09,43102400,서울특별시교육청 광운인공지능고등학교,7011505,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02043961&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,광운인공지능고등학교,이루는 여행사
R26TE16510491,기술용역,AI챌린지 캠프 활동을 통한 운송 용역 계약 ,2026-07-09,1452000,대구광역시교육청 화원고등학교,7240209,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02046182&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,화원고등학교,주식회사 경일항공여행사
R26TE16511460,기술용역,광남중 AI리더 워크숍 운영 위탁 용역 계약 ,2026-07-13,4570000,서울특별시성동교육청 광남중학교,7134122,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02043701&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,광남중학교,코리아아톰즈 주식회사
R26TE16514028,기술용역,2026학년도 AI 디지털 교육 워크숍 운영 용역,2026-07-09,6600520,세종특별자치시교육청 조치원중학교,9300045,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02017447&ctrtChgOrd=02&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,조치원중학교,주식회사 세종트래비즈
R26TE16514271,기술용역,2026학년도 AI중점학교 AI해커톤 프로그램운영 용역 계약,2026-07-08,8730000,경기도안양교육청 안양서중학교,7569067,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039988&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,안양서중학교,주식회사 브레인스파크
R26TE16514668,기술용역,AI챌린지 캠프 활동을 통한 운송 용역 계약 ,2026-07-09,1452000,대구광역시교육청 화원고등학교,7240209,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02046182&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,화원고등학교,주식회사 경일항공여행사
R26TE16515190,기술용역,5-6학년 AI디지털활용 선도학교 프로그램(헬로메이플 블럭코딩수업)위탁 교육,2026-07-09,2750000,경기도교육청 경기도광주하남교육지원청 한홀초등학교,7692156,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02044388&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한홀초등학교,주식회사 클래스포에듀
R26TE16515649,기술용역,2026년 AI중점학교 로봇 지능 체험 교육 버스 운행 용역 계약,2026-07-09,1500000,경기도교육청 와우고등학교,7531428,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047458&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,와우고등학교,주식회사 스마일관광여행사
R26TE16516029,기술용역,2026년 백석고 피지컬AI캠프 운영 계약,2026-07-09,2840000,경기도교육청 백석고등학교,7530067,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02048630&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,백석고등학교,세종과학교육 협동조합
R26TE16516141,기술용역,2026 천안삼거리초등학교 AI/SW 체험의 날 프로그램 운영 용역,2026-07-09,9600000,충청남도교육청 충청남도천안교육청 천안삼거리초등학교,8151108,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042334&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안삼거리초등학교,주식회사 브레인스파크
R26TE16516849,기술용역,2026년 백석고 피지컬AI캠프 운영 계약,2026-07-09,2840000,경기도교육청 백석고등학교,7530067,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02048630&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,백석고등학교,세종과학교육 협동조합
R26TE16517665,기술용역,독서인문교육을 위한 '2026 하안의 책' 메타버스(ZEP) 맵 구축 용역,2026-07-10,3000000,경기도교육청 경기도광명교육지원청 하안중학교,7591012,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02048493&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,하안중학교,주식회사 알아이디
R26TE16550389,기술용역,보평고 창의리더 아카데미 심화반(로봇코딩과정) 프로그램 운영 용역 계약 ,2026-07-07,3789000,경기도교육청 보평고등학교,7530921,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034118&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,보평고등학교,주식회사 티앤비스쿨에듀
R26TE16550829,기술용역,2026학년도 교육복지우선지원사업 진로원정대 AI드론융합캠프 차량 임차,2026-07-10,420000,충청남도천안교육청 천안중학교,8151023,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02049934&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안중학교,그레이하운드 주식회사
R26TE16550950,기술용역,2026학년도 AI 디지털 교육 워크숍 운영 용역,2026-07-09,6600520,세종특별자치시교육청 조치원중학교,9300045,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02017447&ctrtChgOrd=02&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,조치원중학교,주식회사 세종트래비즈
R26TE16551275,기술용역,2026년 AI중점학교 로봇 지능 체험 교육 버스 운행 용역 계약,2026-07-09,1500000,경기도교육청 와우고등학교,7531428,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047458&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,와우고등학교,주식회사 스마일관광여행사
R26TE16551528,기술용역,2026학년도 공간정보 특성화고 Geo-AI 교육 프로그램 용역,2026-07-10,6500000,울산광역시교육청 울산기술공업고등학교,7480208,고등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050337&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,울산기술공업고등학교,주식회사 마이스베로
R26TE16552781,기술용역,AID교육센터 홍보 웹사이트 개발 ,2026-07-10,5610000,경기도연천교육청 군남초등학교,7701010,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050130&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,군남초등학교,주식회사 넥스커넥트
R26TE16553669,기술용역,2026학년도 학교주도활동시간 및 학교자율과정 운영을 위한 미래역량강화 AI 교과융합과정 프로그램 용역,2026-07-13,9900000,경기도교육청 세종고등학교,7531051,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050944&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,세종고등학교,(주)드림베이스
R26TE16553862,기술용역,가평초등학교 AI 중점학교 AI의 날 위탁 운영 용역 계약,2026-07-10,12500000,경기도교육청 경기도가평교육지원청 가평초등학교,7721010,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034757&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,가평초등학교,에듀온플레이
R26TE16554693,기술용역,대건고등학교 AI 챌린지 캠프 차량 용역,2026-07-13,800000,대구광역시교육청 대건고등학교,7240082,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051219&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대건고등학교,통일관광주식회사
R26TE16554741,기술용역,2026학년도 대평초등학교 행복 톡톡 대평 AI 페스티벌 운영,2026-07-13,11700000,세종특별자치시교육청 대평초등학교,9300231,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051047&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대평초등학교,플레이큐브
R26TE16554804,기술용역,2026학년도 교육복지우선지원사업 진로원정대 AI드론융합캠프 차량 임차,2026-07-10,420000,충청남도천안교육청 천안중학교,8151023,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02049934&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안중학교,그레이하운드 주식회사
R26TE16555057,기술용역,(마포고)AI 융합형 교육실 구축 건축설계 및 감리 용역,2026-07-10,13900000,서울특별시교육청 마포고등학교,7010157,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051316&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,마포고등학교,주식회사 건축사사무소 스튜디오 뮤트
R26TE16555326,기술용역,2026. 거창승강기고등학교 AI 미래역량강화 AI 기반 영상 콘텐츠 제작,2026-07-10,8000000,경상남도교육청 거창승강기고등학교,9010690,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050143&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,거창승강기고등학교,초록미디어콘텐츠
R26TE16555892,기술용역,2026 AI 챌린지캠프 참가 버스임차용역 계약,2026-07-10,800000,대구광역시교육청 대구상원고등학교,7240215,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039141&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대구상원고등학교,경상관광(주)
R26TE16557478,기술용역,수성구청 교육경비보조금 코딩수업 위탁 용역,2026-04-24,7140000,대구광역시동부교육청 대구동일초등학교,7251087,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01784360&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대구동일초등학교,"카이로봇, 미래로봇코딩학원"
R26TE16558310,기술용역,2026학년도 공간정보 특성화고 Geo-AI 교육 프로그램 용역,2026-07-10,6500000,울산광역시교육청 울산기술공업고등학교,7480208,고등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050337&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,울산기술공업고등학교,주식회사 마이스베로
R26TE16558829,기술용역,AI&STEAM  동아리 진로 탐색 활동 버스 용역 계약,2026-07-10,900000,충청남도교육청 금산고등학교,8140038,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02052235&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,금산고등학교,주식회사 섬진관광운수사
R26TE16559090,기술용역,"2026년 1,2학년 1학기 학교주도 활동시간 AI오피스 인공지능 캠프 용역 계약",2026-07-10,8000000,경기도교육청 범박고등학교,7530763,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051682&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,범박고등학교,주식회사 어나더컴퍼니그룹
R26TE16559273,기술용역,동안고 SLAT 및 학교자율과정 프로그램(AI기반 테마파크 창업 챌린지) 용역,2026-07-10,8712000,경기도교육청 동안고등학교,7530063,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051135&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,동안고등학교,주식회사 퓨너스
R26TE16559538,기술용역,2026년 백석고 2학년 전체 대상 AI 캠프 운영 계약,2026-07-10,3600000,경기도교육청 백석고등학교,7530067,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02043933&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,백석고등학교,주식회사 에이블
R26TE16559662,기술용역,[인공지능반도체과]2026년 경기 미래산업 하이테크 특성화고 사업 학생교육 버스 임차 용역,,5940000,경기도교육청 세경고등학교,7530947,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01896098&ctrtChgOrd=01&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,세경고등학교,성오투어 주식회사
R26TE16560275,기술용역,(마포고)AI 융합형 교육실 구축 건축설계 및 감리 용역,2026-07-10,13900000,서울특별시교육청 마포고등학교,7010157,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051316&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,마포고등학교,주식회사 건축사사무소 스튜디오 뮤트
R26TE16561111,기술용역,AI교과융합 프로그램 운영 계약,2026-07-10,6000000,경기도교육청 고림고등학교,7531242,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02052087&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,고림고등학교,(주)드림베이스
R26TE16570188,기술용역,2026학년도 AI디지털 선도학교 운영 교수학습자료 구입 및 외부강사 운영비,2026-05-19,19200000,인천광역시남부교육청 인천학익초등학교,7321056,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01874146&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,인천학익초등학교,(주)핸즈온러닝
R26TE16572906,기술용역,동안고 SLAT 및 학교자율과정 프로그램(AI기반 테마파크 창업 챌린지) 용역,2026-07-10,8712000,경기도교육청 동안고등학교,7530063,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051135&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,동안고등학교,주식회사 퓨너스
R26TE16574572,기술용역,대건고등학교 AI 챌린지 캠프 차량 용역,2026-07-13,800000,대구광역시교육청 대건고등학교,7240082,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051219&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대건고등학교,통일관광주식회사
R26TE16577255,기술용역,공산 AI(ALL-IN) 디지털 캠프 계약,2026-07-13,6000000,대구광역시동부교육청 공산중학교,7251041,중학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02053583&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,공산중학교,바른전산
R26TE16578877,기술용역,2026학년도 학교주도활동시간 및 학교자율과정 운영을 위한 미래역량강화 AI 교과융합과정 프로그램 용역,2026-07-13,9900000,경기도교육청 세종고등학교,7531051,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050944&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,세종고등학교,(주)드림베이스
R26TE16579461,기술용역,2026 AI 챌린지캠프 참가 버스임차용역 계약,2026-07-10,800000,대구광역시교육청 대구상원고등학교,7240215,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039141&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대구상원고등학교,경상관광(주)
R26TE16580805,기술용역,AID교육센터 홍보 웹사이트 개발 ,2026-07-10,5610000,경기도연천교육청 군남초등학교,7701010,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050130&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,군남초등학교,주식회사 넥스커넥트
R26TE16586662,기술용역,2026학년도 대평초등학교 행복 톡톡 대평 AI 페스티벌 운영,2026-07-13,11700000,세종특별자치시교육청 대평초등학교,9300231,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051047&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,대평초등학교,플레이큐브
R26TE16589722,기술용역,2026학년도 이리남초 AI 기반 미래형 승마체험 차량 임차용역,2026-07-13,1050000,전북특별자치도교육청 전북특별자치도익산교육지원청 이리남초등학교,8352085,초등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02054139&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,이리남초등학교,(유)현대고속관광
R26TE16589722,기술용역,2026학년도 이리남초 AI 기반 미래형 승마체험 차량 임차용역,2026-07-13,1050000,이리남초등학교,8352085,초등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02054139&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,이리남초등학교,(유)현대고속관광
R26TE16592596,기술용역,"5,6학년 1학기 AI체험+롯데월드 현장체험학습 임차용역비 지급",2026-07-08,3800000,세종특별자치시교육청 다빛초등학교,9300171,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042076&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,다빛초등학교,주식회사 베스트 투어
R26TE16592596,기술용역,"5,6학년 1학기 AI체험+롯데월드 현장체험학습 임차용역비 지급",2026-07-08,3800000,다빛초등학교,9300171,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042076&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,다빛초등학교,주식회사 베스트 투어
R26TE16592708,기술용역,"2026년 1,2학년 1학기 학교주도 활동시간 AI오피스 인공지능 캠프 용역 계약",2026-07-10,8000000,경기도교육청 범박고등학교,7530763,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051682&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,범박고등학교,주식회사 어나더컴퍼니그룹
R26TE16598014,기술용역,과천중앙고 AI활용 수학교육 프로그램 운영,2026-07-14,4640000,경기도교육청 과천중앙고등학교,7530469,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02044636&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,과천중앙고등학교,주식회사 교육문화
R26TE16598300,기술용역,"2026 자율교육과정 창의융합프로젝트 프로그램_레이저박스,인공지능로봇 운영 계약",2026-07-13,6840000,경기도교육청 과천중앙고등학교,7530469,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047058&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,과천중앙고등학교,주식회사 스타엑스
R26TE16598441,기술용역,2026학년도 초등 방과후 돌봄 출결관리시스템 코디마스터 라이선스 사용계약,2026-07-13,660000,경기도동두천교육청 효촌초등학교,7602092,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055240&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,효촌초등학교,로데브(주)
R26TE16600283,기술용역,"2026 자율교육과정 창의융합프로젝트 프로그램_레이저박스,인공지능로봇 운영 계약",2026-07-13,6840000,경기도교육청 과천중앙고등학교,7530469,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047058&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,과천중앙고등학교,주식회사 스타엑스
R26TE16600366,기술용역,2026학년도 초등 방과후 돌봄 출결관리시스템 코디마스터 라이선스 사용계약,2026-07-13,660000,경기도동두천교육청 효촌초등학교,7602092,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055240&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,효촌초등학교,로데브(주)
R26TE16601293,기술용역,2026학년도 창원북면고 1학기 학교자율적 교육과정 AI캠프 수업 프로그램 용역,2026-07-13,10350000,경상남도교육청 창원북면고등학교,9010698,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045543&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,창원북면고등학교,주식회사 어썸스쿨
R26TE16601735,기술용역,AI·디지털 활용 선도학교 전체 교직원 워크숍 전세버스 임차 용역,2026-07-14,1320000,경기도교육청 경기도화성오산교육지원청 서연중학교,7679423,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039404&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,서연중학교,부자관광(주)
R26TE16602365,기술용역,공산 AI(ALL-IN) 디지털 캠프 계약,2026-07-13,6000000,대구광역시동부교육청 공산중학교,7251041,중학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02053583&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,공산중학교,바른전산
R26TE16602410,기술용역,[중기부] AI 신기술 교직원 역량 강화 하계 워크숍  운송 용역 ,2026-07-13,3800000,전남광주통합특별시교육청 동일미래과학고등학교,7140390,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02056286&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,동일미래과학고등학교,주식회사 뉴금우고속관광전세
R26TE16603025,기술용역, 2026학년도 1학기 자율과정 [AI바이브코딩] 프로그램운영 용역 계약,2026-07-13,5544000,경기도교육청 군포중앙고등학교,7531272,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02056389&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,군포중앙고등학교,주식회사 휴몬랩
