학교,시도,도메인,링크문구,링크URL
양산초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
양서고등학교,경기,yangseohs-hq.e-wut.co.kr,합격자발표,http://yangseohs-hq.e-wut.co.kr
양서고등학교,경기,myyangseo.cafe24.com,방과후활동 신청,http://myyangseo.cafe24.com
양서고등학교,경기,forms.gle,2022학년도대비 입학설명회신청,https://forms.gle/WFLdLvzjAkkdM1Rg9
양서고등학교,경기,yangseoin.kr,양서고등학교총동문회,http://yangseoin.kr/
양서고등학교,경기,www.hi1318.or.kr,"경기도청소년상담복지센터의 배너, 새창열림",http://www.hi1318.or.kr
양서고등학교,경기,univ.kcue.or.kr,"대학입학정보의 배너, 새창열림",http://univ.kcue.or.kr/
양서고등학교,경기,www.youthlabor.co.kr,"청소년권익근로센터의 배너, 새창열림",http://www.youthlabor.co.kr
양서고등학교,경기,www.schoolhealth.kr,"학생생명존중교육자료의 배너, 새창열림",http://www.schoolhealth.kr/shnhome/bbs/bbs01001l.php?GbnCode=0801
양서고등학교,경기,www.mydatasafe.kr,"내정보 지킴이 캠페인의 배너, 새창열림",https://www.mydatasafe.kr
양서고등학교,경기,www.nitroeye.co.kr,이메일무단수집거부,http://www.nitroeye.co.kr/ewut_new/html/popup/mail_reject.htm
양서초등학교,경기,www.goeyp.kr,회원가입,https://www.goeyp.kr/yangseo-e/sb/sbscrb/insertSbscrbInfo01.do
양서초등학교,경기,read365.edunet.net,전자도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=양서초등학교&amp;provCode=J10&amp;neisCode=J100003251
양서초등학교,경기,yangseo.readinggate.com,banner.png,http://yangseo.readinggate.com/
양일중학교,경기,www.goeyp.kr,회원가입,https://www.goeyp.kr/yangil-m/sb/sbscrb/insertSbscrbInfo01.do
양주고등학교,경기,www.goedy.kr,성고충상담 온라인 창구,https://www.goedy.kr/goedy/cm/cntnts/cntntsView.do?mi=13375&amp;cntntsId=2680
양주고등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
양주덕산초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
양주덕산초등학교,경기,www.goedy.kr,성희롱·성폭력 신고센터.png,https://www.goedy.kr/goedy/cm/cntnts/cntntsView.do?mi=13375&amp;cntntsId=2680
양주백석초등학교,경기,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapemcp/index.jsp?mobileDivSh=M_01&amp;searchKeyword=1278301006
양주백석초등학교,경기,www.goedy.kr,성희롱·성폭력 신고센터,https://www.goedy.kr/goedy/cm/cntnts/cntntsView.do?mi=13375&amp;cntntsId=2680
양주백석초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
양평동초등학교,경기,www.goeyp.kr,회원가입,https://www.goeyp.kr/ypdong-e/sb/sbscrb/insertSbscrbInfo01.do
여울초등학교,경기,read365.edunet.net,우리학교 자료검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%97%AC%EC%9A%B8%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100007396
여울초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
여울초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
여주초등학교,경기,yeojues.readinggate.com,영어리딩게이트,http://yeojues.readinggate.com
연천왕산초등학교,경기,www.goeyc.kr,회원가입,https://www.goeyc.kr/ycwangsan-e/sb/sbscrb/insertSbscrbInfo01.do
연천왕산초등학교,경기,www.dbpia.co.kr,537207ce016af845b93fd9caeab36841.jpg,https://www.dbpia.co.kr/
연천왕산초등학교,경기,schoolaw.lawinfo.or.kr,b5d6f381116a8bd76c359c424d1382fb.jpg,http://schoolaw.lawinfo.or.kr/
연천중학교,경기,www.goeyc.kr,회원가입,https://www.goeyc.kr/yeoncheon-m/sb/sbscrb/insertSbscrbInfo01.do
연천중학교,경기,yeoncheon.yes24library.com,(그림3).png,https://yeoncheon.yes24library.com/
연천중학교,경기,read365.edunet.net,배너_독서로DLS.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%97%B0%EC%B2%9C%EC%A4%91%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100003409
연천중학교,경기,www.dbpia.co.kr,537207ce016af845b93fd9caeab36841.jpg,https://www.dbpia.co.kr/
연천중학교,경기,schoolaw.lawinfo.or.kr,b5d6f381116a8bd76c359c424d1382fb.jpg,http://schoolaw.lawinfo.or.kr/
연천초등학교,경기,www.goeyc.kr,회원가입,https://www.goeyc.kr/yeoncheon-e/sb/sbscrb/insertSbscrbInfo01.do
연천초등학교,경기,www.dbpia.co.kr,537207ce016af845b93fd9caeab36841.jpg,https://www.dbpia.co.kr/
연천초등학교,경기,schoolaw.lawinfo.or.kr,b5d6f381116a8bd76c359c424d1382fb.jpg,http://schoolaw.lawinfo.or.kr/
영복여자고등학교,경기,www.goesw.kr,가정통신문(교육청),https://www.goesw.kr/goesw/na/ntt/selectNttList.do?mi=19415&bbsId=11012
영복여자고등학교,경기,www.hi1318.or.kr,경기도 청소년상담 복지센터,http://www.hi1318.or.kr
영복여자고등학교,경기,url.kr,공익신고,https://url.kr/gtzym2
영복여자고등학교,경기,www.dbpia.co.kr,학술논문콘텐츠,http://www.dbpia.co.kr/
영복여자고등학교,경기,www.krpia.co.kr,한국의 지식콘텐츠,http://www.krpia.co.kr/
영복여자고등학교,경기,www.bookrail.co.kr,누리미디어 전자책서비스,http://www.bookrail.co.kr/
영복여자고등학교,경기,www.goemec.kr,경기도미디어교육센터,https://www.goemec.kr/hmpg/main.do
영복여자고등학교,경기,survey.panel.co.kr,국가인권위원회,http://survey.panel.co.kr/Team/BS/80129/login.asp
영복여자고등학교,경기,www.crezone.net,크레존,http://www.crezone.net/
영복여자고등학교,경기,www.edunet4u.net,에듀넷,http://www.edunet4u.net/
영복여자고등학교,경기,www.ktcu.or.kr,한국교직원공제회,http://www.ktcu.or.kr/
영복여자고등학교,경기,jinhak.goedu.kr,경기도 진로진학지원센터,https://jinhak.goedu.kr/
영복여자고등학교,경기,www.schoolhealth.kr,학생건강정보센터,http://www.schoolhealth.kr/
영복여자고등학교,경기,www.youthlabor.co.kr,청소년근로권익센터,http://www.youthlabor.co.kr/
영복여자고등학교,경기,www.mydatasafe.kr,개인정보 보호위원회,https://www.mydatasafe.kr
영복여자고등학교,경기,youngbok.riroschool.kr,리로스쿨,https://youngbok.riroschool.kr/
영복여자고등학교,경기,read365.edunet.net,독서교육종합정보시스템,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%98%81%EB%B3%B5%EC%97%AC%EC%9E%90%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&provCode=J10&neisCode=J100000730
영북초등학교,경기,www.goepc.kr,회원가입,https://www.goepc.kr/youngbuk-e/sb/sbscrb/insertSbscrbInfo01.do?sbscrbCtx=youngbuk-e
영북초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
영북초등학교,경기,read365.edunet.net,image01.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=영북초등학교&amp;provCode=J10&amp;neisCode=J100004193
영중중학교,경기,www.goepc.kr,회원가입,https://www.goepc.kr/youngjung-m/sb/sbscrb/insertSbscrbInfo01.do?sbscrbCtx=youngjung-m
영중중학교,경기,www.ekape.or.kr,축산물이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1278302475
영중중학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
영천초등학교,경기,padlet.com,,https://padlet.com/yeongcheones/2026
영천초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
영천초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
영천초등학교,경기,read365.edunet.net,배너이미지.jpg,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=영천초등학교&amp;provCode=J10&amp;neisCode=J100006946
영천초등학교,경기,www.youthlabor.co.kr,청소년근로권익센터.jpg,https://www.youthlabor.co.kr/
영천초등학교,경기,doran.edunet.net,도란도란_홍보배너1(대 알파카_280x85.gif,https://doran.edunet.net/main/mainForm.do
영천초등학교,경기,www.lifeline.or.kr,한국생명전화.jpg,https://www.lifeline.or.kr/
영천초등학교,경기,www.pipc.kr,개인정보보호.gif,https://www.pipc.kr/
영천초등학교,경기,www.goehs.kr,경기도화성오산교육지원청.png,https://www.goehs.kr/home/index.do
영천초등학교,경기,yngchn.es.kr,1428895825.jpg,http://yngchn.es.kr/_Temp/skin/yngchn.es.kr/pageTheme/wsr_e15_003/img/sub/yngchn_song.mp3
예당고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
예당고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
예당중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
예당중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
예당초등학교,경기,schoolaw.lawinfo.or.kr,학교폭력.png,http://schoolaw.lawinfo.or.kr/
예당초등학교,경기,www.hi1318.or.kr,청소년상담복지.jpg,https://www.hi1318.or.kr/base/main/view
예당초등학교,경기,www.youthlabor.co.kr,청소년근로권익.jpg,https://www.youthlabor.co.kr/
예당초등학교,경기,ebook.uschoolnet.co.kr,전자도서관.jpg,http://ebook.uschoolnet.co.kr/?sc_id=yedang
예당초등학교,경기,www1.ggetv.net,인터넷방송.gif,http://www1.ggetv.net/?tm=1&amp;subid4=1703750087.0345640000&amp;KW1=Online%20Video%20Education%20Platform&amp;KW2=K-12%20Online%20Learning%20Management%20System&amp;KW3=Homeschool%20Teaching%20Aids&a
예당초등학교,경기,www.yeadang.es.kr,유치원.png,http://www.yeadang.es.kr/board.read?mcode=1110&amp;id=1386
예당초등학교,경기,www.goehs.kr,외부강의.jpg,https://www.goehs.kr/04040100/bbs/formView.do?searchMasterSid=6&amp;pageIndex=1&amp;searchColumn=&amp;searchValue=&amp;searchCategory=&amp;sid=58728
예당초등학교,경기,g1.sports.or.kr,선수경기실적.jpg,https://g1.sports.or.kr/index.do
예당초등학교,경기,www.schoolhealth.kr,생명존중.jpg,https://www.schoolhealth.kr/
예당초등학교,경기,doran.edunet.net,도란도란.jpg,https://doran.edunet.net/main/mainForm.do
예당초등학교,경기,alzzam.co.kr,다문화도서관.jpg,http://alzzam.co.kr/damunhwa/
예당초등학교,경기,www.kdream.or.kr,꿈드림센터.jpg,https://www.kdream.or.kr:446/user/index.asp
예당초등학교,경기,www.cyber1388.kr,1388.gif,https://www.cyber1388.kr:447/new_/helpcall/helpcall_n_01.asp?id=top_simter
예당초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
예당초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
예솔초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
예솔초등학교,경기,www.ekape.or.kr,축산물 이력번호 게시,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=4198300018
예솔초등학교,경기,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=예솔초등학교&amp;provCode=J10&amp;neisCode=J100006935
예솔초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
예솔초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
예원초등학교,경기,www.goehs.kr,20241230161541.jpg,https://www.goehs.kr/goehs/cm/cntnts/cntntsView.do?mi=18170&amp;cntntsId=2163
예원초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
예원초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오동초등학교,경기,www.goeujb.kr,회원가입,https://www.goeujb.kr/odong-e/sb/sbscrb/insertSbscrbInfo01.do
오동초등학교,경기,www.gew.kr,경기도교육복지종합센터.png,https://www.gew.kr/subList/10000005405
오산고등학교,경기,read365.edunet.net,독서로,https://read365.edunet.net
오산고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산고현초등학교,경기,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1248306676
오산고현초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산고현초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산대원초등학교,경기,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=오산대원초등학교&amp;provCode=J10&amp;neisCode=J100004855
오산대원초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산대원초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산원당초등학교,경기,www.schoolsafe24.or.kr,,https://www.schoolsafe24.or.kr/front/rpstr/rpstrList.do?selectedTagId=52&menuSn=185&upperMenuSn=148
오산원당초등학교,경기,read365.edunet.net,캡처.JPG,https://read365.edunet.net/
오산원당초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산원당초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산원일중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산원일중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산원일초등학교,경기,read365.edunet.net,독서로.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=오산원일초등학교&amp;provCode=J10&amp;neisCode=J100005476
오산원일초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산원일초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산정보고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산정보고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
오산초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
오산초등학교,경기,read365.edunet.net,우리학교 도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=오산초등학교&amp;provCode=J10&amp;neisCode=J100004325
옥길새길고등학교,경기,okgilsaegil-mh.goebc.kr,2026 과수정 몰입 실험 캠프,https://okgilsaegil-mh.goebc.kr/upload/okgilsaegil-m/cntntsFile/2026/07/F992664C-6E3E-41B9-97E9-696E24AE0CCA.mp4
옥길새길고등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/okgilsaegil-m/sb/sbscrb/insertSbscrbInfo01.do
옥길새길고등학교,경기,www.ekape.or.kr,축산물 이력 번호 조회,https://www.ekape.or.kr/kapecp/trustservicemng/trustSrvcMng/trustSearchOne.do?trustEntrpsCd=6718300052
옥길새길고등학교,경기,foxschool.littlefox.co.kr,리틀팍스 팍스스쿨.png,https://foxschool.littlefox.co.kr/ogsg
옥길새길고등학교,경기,www.bconeclick.or.kr,부천교육원클릭.jpeg,https://www.bconeclick.or.kr/main/index.php
옥길새길고등학교,경기,www.ggssia.or.kr,경기도학교안전공제회.jpeg,https://www.ggssia.or.kr/
옥길새길고등학교,경기,www.schoolhealth.kr,교육부 학생건강정보센터.jpeg,https://www.schoolhealth.kr/
옥길새길중학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/okgilsaegil-m/sb/sbscrb/insertSbscrbInfo01.do
옥길새길중학교,경기,www.ekape.or.kr,축산물 이력 번호 조회,https://www.ekape.or.kr/kapecp/trustservicemng/trustSrvcMng/trustSearchOne.do?trustEntrpsCd=6718300052
옥길새길중학교,경기,foxschool.littlefox.co.kr,리틀팍스 팍스스쿨.png,https://foxschool.littlefox.co.kr/ogsg
옥길새길중학교,경기,www.bconeclick.or.kr,부천교육원클릭.jpeg,https://www.bconeclick.or.kr/main/index.php
옥길새길중학교,경기,www.ggssia.or.kr,경기도학교안전공제회.jpeg,https://www.ggssia.or.kr/
옥길새길중학교,경기,www.schoolhealth.kr,교육부 학생건강정보센터.jpeg,https://www.schoolhealth.kr/
옥정중학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
옥정중학교,경기,read365.edunet.net,도서 검색 복사.jpg,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%98%A5%EC%A0%95%EC%A4%91%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100006805
옥정호수초등학교,경기,www.goedy.kr,사이버 성희롱·성폭력 신고센터,https://www.goedy.kr/goedy/cm/cntnts/cntntsView.do?mi=13375&amp;cntntsId=2680
옥정호수초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
온신초등학교,경기,www.goegm.kr,회원가입,https://www.goegm.kr/onshin-e/sb/sbscrb/insertSbscrbInfo01.do
온신초등학교,경기,www.pipc.kr,7518b456fca15e24bddbb1ad485b8293.jpg,https://www.pipc.kr/
온신초등학교,경기,www.army.mil.kr,43870440f4e5a8a5878dd19870e37355.jpg,https://www.army.mil.kr/e_book/mp/Family.pdf
온신초등학교,경기,www.airkorea.or.kr,배너_03.png,https://www.airkorea.or.kr/web/
와동초등학교,경기,www.goeas.kr,회원가입,https://www.goeas.kr/wadong-e/sb/sbscrb/insertSbscrbInfo01.do
와동초등학교,경기,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%99%80%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=J10&neisCode=J100002776
와동초등학교,경기,www.ebsi.co.kr,ebs.JPG,https://www.ebsi.co.kr/ebs/pot/poti/main.ebs
와부초등학교,경기,www.goegn.kr,회원가입,https://www.goegn.kr/wabu-e/sb/sbscrb/insertSbscrbInfo01.do
와부초등학교,경기,www.ekape.or.kr,맘편한서비스,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1328304397&amp;mcode=122413&amp;cate=122413
와부초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
와부초등학교,경기,read365.edunet.net,독서로.PNG,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%99%80%EB%B6%80%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100001645
와부초등학교,경기,wabu.es.kr,1585880378.jpg,http://wabu.es.kr/http://https://url.kr/j4U6kE
와부초등학교,경기,onschool.edunet.net,1584086507.jpg,http://onschool.edunet.net/
와부초등학교,경기,www.airkorea.or.kr,1513128676.jpg,http://www.airkorea.or.kr/realschoolSearch
와석초등학교,경기,www.goepj.kr,회원가입,https://www.goepj.kr/pajuwaseok-e/sb/sbscrb/insertSbscrbInfo01.do
와석초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
와석초등학교,경기,read365.edunet.net,image01.jpg,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=와석초등학교&amp;provCode=J10&amp;neisCode=J100005373
와석초등학교,경기,schoolaw.lawinfo.or.kr,스쿨로 배너.jpg,http://schoolaw.lawinfo.or.kr/
와석초등학교,경기,www.ebs.co.kr,ebs.jpg,http://www.ebs.co.kr/
와우고등학교,경기,mywawoo.mycafe24.com,2025 창체동아리 신청 운영시스템 배너18450.jpg,https://mywawoo.mycafe24.com/sugang/regi/login.php
와우고등학교,경기,svoucher.kspo.or.kr,스포츠강좌이용권 홈페이지 배너(작은 사이즈).jpg,https://svoucher.kspo.or.kr/voucher/voucherSelectArea.do?menuNo=11&amp;topMenuNo=3
와우고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
와우고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
와우중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
와우중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
와우초등학교,경기,waues.yes24library.com,와우전자도서관,http://waues.yes24library.com/
와우초등학교,경기,read365.edunet.net,독서로(DLS),https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=와우초등학교&amp;provCode=J10&amp;neisCode=J100005487
와우초등학교,경기,www.gsedu.co.kr,한자배너-02.jpg,http://www.gsedu.co.kr/0201.php
와우초등학교,경기,www.goemec.kr,미디어교육센터 배너.png,https://www.goemec.kr/hmpg/main.do
와우초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
와우초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
왕남초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/
왕배초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
왕배초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
외북초등학교,경기,www.goepc.kr,회원가입,https://www.goepc.kr/oebuk-e/sb/sbscrb/insertSbscrbInfo01.do?sbscrbCtx=oebuk-e
외북초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
용연초등학교,경기,www.ekape.or.kr,학교급식 축산물 이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1288300465
용연초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
용연초등학교,경기,schoolaw.lawinfo.or.kr,스쿨로 배너.jpg,http://schoolaw.lawinfo.or.kr/
용연초등학교,경기,www.ebs.co.kr,ebs.jpg,http://www.ebs.co.kr/
용이초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/view/55
