기관명,계약명,계약일,계약금액,계약상대자,키워드
옥동초등학교,"만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입",2020-11-11,1400000,(주)상도가구,365
옥동초등학교,"1~6학년 및 유치원 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영",2020-11-09,261870,이베이코리아 유한책임회사,365
옥동초등학교,"2020학년도 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영을 위한",2020-11-06,1188000,그리뉴얼스튜디오,365
옥동초등학교,"5학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-04,999940,이베이코리아 유한책임회사,365
옥동초등학교,"3학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-04,418000,11번가 주식회사,365
옥동초등학교,"1학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-04,1003500,(주)아이스크림미디어,365
옥동초등학교,"6학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-03,1090760,이베이코리아 유한책임회사,365
옥동초등학교,"2학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-03,261600,구암문구 삼산점,365
옥동초등학교,"3학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-11-02,606800,이베이코리아 유한책임회사,365
옥동초등학교,"4학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입",2020-11-02,1080000,그리뉴얼스튜디오,365
옥동초등학교,"4학년 만지작, 시작, 창작으로 채우는 풀풀풀 향기 가득한 365축제 운영 물품 구입(카드",2020-10-30,206080,이베이코리아 유한책임회사,365
범서고등학교,2024학년도 고교학점제 운영 및 AI 디지털 교과서 도입에 따른 운영물품 구입 건의,2024-12-26,1297660,쿠팡(주),AI 디지털 교과서
화봉초등학교,2022. 4분기 AI펭톡 운영 물품 구입비 지급,2022-12-05,1248200,쿠팡(주),AI펭톡
화봉초등학교,2022. 2분기 AI펭톡 운영 물품 구입비 지급,2022-07-13,1252400,이베이코리아 유한책임회사(지마켓),AI펭톡
화봉초등학교,2022. AI펭톡 운영 물품 구입비 지급,2022-05-13,1258200,쿠팡(주),AI펭톡
울산기술공업고등학교,2021년 Adobe CCT 100+ License 연간 사용료,2021-09-09,5280000,(주)성화아이앤티,Adobe
울산기술공업고등학교,2020년 Adobe CCT 100+ 연간 사용 구입,2020-10-05,4400000,(주)성화아이앤티,Adobe
함월고등학교,2026학년도 학술자료사이트(Dbpia) 이용권 구입,2026-06-24,1010000,(주)누리미디어,DBpia
울산동천고등학교,2026학년도 1차 도서관 자료(학술정보포털 DBpia) 구입,2026-04-17,1090000,누리미디어,DBpia
현대고등학교,2026학년도 DBpia 학술논문 콘텐츠 구입비 지급,2026-04-03,1010000,(주)누리미디어,DBpia
울산외국어고등학교,2025학년도 학술논문 검색지원 서비스(DBPIA IDEA) 이용 권한 구입,2025-07-04,1452000,(주)누리미디어,DBpia
함월고등학교,학술자료사이트(DBpia) 이용권 구입,2025-07-01,1010000,(주)누리미디어,DBpia
신선여자고등학교,2025학년도 주제탐구활동을 위한 DBpia 프로그램 사용료 지급,2025-04-17,1010000,누리미디어,DBpia
현대고등학교,2025학년도 DBpia 학술논문 콘텐츠 구입 대금 지급,2025-04-09,1010000,(주)누리미디어,DBpia
매곡고등학교,학술논문 열람 사이트 DBpia 패키지 구매,2024-11-08,1090000,(주)누리미디어,DBpia
울산외국어고등학교,2024학년도 학술논문 검색서비스(DBpia) 이용 권한 구입,2024-05-17,1090000,(주)누리미디어,DBpia
신선여자고등학교,2024학년도 주제탐구활동을 위한 DBpia 프로그램 사용,2024-04-18,1010000,누리미디어,DBpia
울산외국어고등학교,2023학년도 학술논문 검색서비스(DBpia) 이용 권한 구입비 지출,2023-05-12,1090000,(주)누리미디어,DBpia
신선여자고등학교,2023학년도 주제탐구활동을 위한 DBpia 프로그램 사용료 지출,2023-03-14,1010000,누리미디어,DBpia
현대공업고등학교,2020학년도 조선플랜트기계과 기자재(CNC 밀링실습실) 구매 (EdgeCAM),2020-09-09,3300000,(주)프로테크코리아,EdgeCAM
두광중학교,크롬북 관리 프로그램(Google Workspace CEU) 구입,2025-03-14,1083000,주식회사 아이코어이앤씨,Google Workspace
약사중학교,교과교실제 수업용 Net-Class S/W 구매,2023-06-02,2500000,주식회사 나래소프트,Net-Class
울산공업고등학교,2026년 전국기능경기대회 대비 건축설계CAD 전공심화동아리 3차재료 구입건,2026-06-29,1958820,(주)교보문고,Or CAD
울산공업고등학교,2025년 제60회 전국기능경기대회 대비 건축설계CAD 직종 훈련 재료 구입비 지출,2025-09-03,1801000,드림디포 울산울주점,Or CAD
울산마이스터고등학교,"2024학년도 산업설비과 용접실, CAD실 실습재료 구매",2025-02-27,4734790,수시스템(주),Or CAD
울산마이스터고등학교,"[카드]2024학년도 산업설비과 용접실, CAD실 실습재료 구매",2025-02-27,2045900,지마켓글로벌 유한책임회사,Or CAD
울산공업고등학교,2024년 제59회 전국기능경기대회 대비 건축설계CAD 직종 훈련 재료 구입,2024-08-07,2495000,드림디포 울산울주점,Or CAD
울산공업고등학교,2024년 제59회 전국기능경기대회 대비 건축설계CAD 직종 재료 구입,2024-08-05,1472850,드림디포 울산울주점,Or CAD
현대공업고등학교,정밀기계과 CAD/CAM밀링실 Autodrsk Inventor 유지보수비,2023-12-05,2300000,주식회사 퍼씨엠,Or CAD
현대공업고등학교,2023학년도 CAD설계실습실 선진화 구축 건(실습실 선진화 구축-분배기외 2종)),2023-11-01,1397000,스마트미디어,Or CAD
현대공업고등학교,CAD설계실습실 선진화 구축비(디스플레이장치외 1종),2023-11-01,7140000,엘지전자(주),Or CAD
현대공업고등학교,"기계제도실, 전기CAD실, SOP실 인터넷 사용을 위한 허브 구매 및 설치, 케이블 연결",2023-03-16,1500000,(주)이모스,Or CAD
울산마이스터고등학교,정밀기계과 CAD/CAM실 학생용 컴퓨터 수리(그래픽카드 외 1종),2023-03-09,3460000,(주)삼성전자사무기기울산총판,Or CAD
현대공업고등학교,2022년 정밀기계과 CAD/CAM 프로그램 구입(Inventor CAM),2022-11-23,6600000,주식회사 퍼씨엠,Or CAD
현대공업고등학교,2022년 정밀기계과 CAD/CAM 프로그램 구입(퀵 CNC),2022-11-14,3300000,이원테크,Or CAD
울산공업고등학교,2022년 전국기능경기대회 대비 건축설계/CAD 직종 훈련 재료 구입,2022-07-20,3000000,오피스넥스울산점,Or CAD
현대공업고등학교,전기 CAD실 기자재 수리,2022-06-14,1730000,(주)이모스,Or CAD
현대공업고등학교,정밀기계과 CNC선반 및 CAD/CAM실 컴퓨터 구입 건(액정모니터),2022-05-31,3920000,주식회사 삼보컴퓨터,Or CAD
현대공업고등학교,정밀기계과 CNC선반 및 CAD/CAM실 컴퓨터 구입 건(데스크톱 컴퓨터),2022-05-31,32947200,주식회사 삼보컴퓨터,Or CAD
울산공업고등학교,2021 전국기능경기대회(건축설계CAD직종) 대비 전공심화동아리 운영을 위한 실습재료 구입,2021-09-15,2348400,신영공구종합상사,Or CAD
울산공업고등학교,2021년도 울산광역시기능경기대회 건축설계CAD 경기장 시설보수비 재료 구입,2021-03-30,1130000,대림기업,Or CAD
울산공업고등학교,2021년 지방기능경기대회 대비 건축설계CAD 직종 재료 구입,2020-11-23,1499600,오피스넥스울산점,Or CAD
울산공업고등학교,2021년 지방기능경기대회 건축설계CAD 키보드 및 재료 구입,2020-10-14,1743300,오피스넥스울산점,Or CAD
울산에너지고등학교,(카드)전기에너지과 3분기 실습재료 및 CAD1실 재료 구입-둥근쫄대화일 외 2종,2020-09-17,318440,이베이코리아,Or CAD
울산공업고등학교,제55회 전국기능경기대회 대비 건축설계/CAD 직종 재료 구입(한국산업인력공단 지원),2020-09-02,900000,오피스넥스울산점,Or CAD
울산마이스터고등학교,[카드]직업계고 혁신지원사업(건강 UP project) 우수자 상품 및 운동용품 구입,2025-08-13,1000090,11번가 주식회사,Pro
신정고등학교,2024학년도 이쉐어(E-Share Pro win) 프로그램 구입,2025-02-06,2805000,주식회사 이제이정보시스템,Pro
가온중학교,"교무실 플루터기(PRO-541S) 카트리지 및 잉크, 복사기토너 구입",2024-12-04,1787000,울산종합사무기,Pro
현대공업고등학교,수업나눔공간 비품 구입 - 캐논 방송용 Professional 4K 소형 캠코더 방송반 패,2022-11-16,3870000,주식회사 도우리,Pro
울산외국어고등학교,2022 지정학 프로젝트(Geopolitics Project) 수업용 워크북 제작,2022-07-20,1088000,네오디자인,Pro
울산과학고등학교,2020년 지구과학과 기상관측장비(Vantage Pro2) 유지보수,2020-10-22,1958000,위니트,Pro
성광여자고등학교,2020 Intensive English Program for Leadership 수업 물,2020-10-20,112640,쿠팡(주),Pro
대현고등학교,MS-teams 운영을 위한 RAM 구입비 지출,2020-09-18,78830,G마켓,Teams
동천초등학교,2020학년도 영재학급 수업자료(샌디스크 Ultra Dual OTG 3.0) 구입비 지출,2020-08-28,64900,주식회사 이앤비원,Ultra
온산초등학교,원격수업꾸러미 펜태블릿 구입(Wacom CTL-672),2021-04-16,2159700,위드스쿨(주),Wacom
구영중학교,사이버학습실 컴퓨터 관리 프로그램 구입 및 Windows 11 설치,2025-08-08,1980000,(주)휴먼아이씨티,Windows
두광중학교,2023학년도 우리말글교육연계 우리동네사랑프로젝트 zep맵 제작,2023-08-29,4400000,3D뮤즈,ZEP
울산양정초등학교,[카드]USB허브 구입비 지급 (Zoom 카메라 연결 및 길이연장용),2020-09-23,175000,이베이코리아 유한책임회사,Zoom
온산고등학교,선진형 교과교실제 운영을 위한 수업교구 구입(수학과 ZOOM 수업),2020-09-22,198000,이베이코리아 유한책임회사(옥션),Zoom
온산고등학교,선진형 교과교실제 운영을 위한 수업 교구 구입(ZOOM수업 활용),2020-09-22,131500,쿠팡(주),Zoom
온산고등학교,선진형 교과교실제 운영을 위한 수업교구 구입(ZOOM수업),2020-09-21,99000,이베이코리아 유한책임회사(옥션),Zoom
함월고등학교,2026학년도 교내 스마트공지시스템(e-알리미) 사용 용역 계약비 지급,2026-04-13,1188000,(주)이웃닷컴,e-알리미
울산공업고등학교,2026년도 e-알리미 계약,2026-03-11,1980000,(주) 이웃닷컴,e-알리미
화봉중학교,2026년 e-알리미 사용료 납부,2026-03-04,1188000,주식회사이웃닷컴,e-알리미
매곡고등학교,2025학년도 e-알리미 서비스 이용료 지급,2025-03-20,1584000,(주)이웃닷컴,e-알리미
화봉중학교,2025년 e-알리미 사용료 납부,2025-03-11,1188000,주식회사이웃닷컴,e-알리미
무거중학교,2025학년도 e-알리미 앱 이용료 지출,2025-03-07,1188000,주식회사 이웃닷컴,e-알리미
약사고등학교,2025학년도 스마트공지시스템(e-알리미) 사용료 지급,2025-03-01,1584000,이웃닷컴,e-알리미
울산가온고등학교,2025회계연도 스마트 알림장(e-알리미) 사용료 지급(분기별 지급),2025-03-01,1188000,(주)이웃닷컴,e-알리미
울산에너지고등학교,2025학년도 e-알리미 앱 사용 계약,2025-03-01,1188000,(주)이웃닷컴,e-알리미
함월고등학교,2025학년도 교내 스마트공지시스템(e-알리미) 사용 용역,2025-03-01,1188000,(주)이웃닷컴,e-알리미
방어진고등학교,2025학년도 E-알리미 사용료 지급,2025-02-07,1188000,주식회사 이웃닷컴,e-알리미
매곡고등학교,2024학년도 e-알리미 서비스 이용료 지급,2024-04-30,1584000,(주)이웃닷컴,e-알리미
호계고등학교,2024학년도 e-알리미 구입,2024-03-27,1980000,주식회사 이웃닷컴,e-알리미
문수고등학교,스마트 가정통신문 프로그램(e-알리미) 구입비 지급,2024-03-14,1188000,이웃닷컴_ealimi,e-알리미
화진중학교,2024학년도 스마트 공지 시스템 e-알리미 서비스 사용료 지급,2024-03-12,1188000,주식회사 이웃닷컴,e-알리미
함월고등학교,2024학년도 교내 스마트공지시스템(e-알리미) 사용료 납부,2024-03-07,1188000,(주)이웃닷컴,e-알리미
화봉중학교,2024년 e-알리미 사용료 납부(2024.03.01.-2025.02.28.),2024-03-05,1188000,주식회사이웃닷컴,e-알리미
매곡중학교,2024학년도 스마트공지시스템 e-알리미 사용료 지급,2024-03-05,1980000,주식회사 이웃닷컴,e-알리미
약사고등학교,2024학년도 스마트공지시스템(e-알리미) 사용료 지급,2024-03-01,1584000,이웃닷컴,e-알리미
울산에너지고등학교,e-알리미 앱 사용 계약,2024-03-01,1188000,(주)이웃닷컴,e-알리미
신선여자고등학교,2024학년도 e-알리미 용역료 지급,2024-03-01,1188000,(주)이웃닷컴,e-알리미
방어진중학교,2023. 모바일 가정통신문 'e-알리미' 서비스 사용료 지출,2023-03-24,1188000,(주)이웃닷컴,e-알리미
화진중학교,2023학년도 스마트 공지 시스템 e-알리미 서비스 사용료 지급,2023-03-20,1188000,주식회사 이웃닷컴,e-알리미
울산중앙여자고등학교,2023학년도 스마트알림장(e-알리미) 사용료(분할 지출),2023-03-16,1188000,(주)이웃닷컴,e-알리미
문수고등학교,스마트 가정통신문 프로그램(e-알리미) 구입,2023-03-08,1188000,이웃닷컴_ealimi,e-알리미
무거중학교,2023학년도 e-알리미 앱 이용료 지급(카드),2023-03-07,1188000,주식회사 이웃닷컴,e-알리미
매곡중학교,[S2B]2023학년도 스마트공지시스템 e-알리미 사용료 지급,2023-03-06,1980000,주식회사 이웃닷컴,e-알리미
화봉중학교,2023년 e-알리미 사용료 납부(2023.3.1.~2024.2.29.),2023-03-02,1188000,주식회사이웃닷컴,e-알리미
약사고등학교,2023학년도 스마트공지시스템(e-알리미) 사용료 지급,2023-03-01,1584000,이웃닷컴,e-알리미
울산에너지고등학교,e-알리미 앱 사용 계약,2023-03-01,1188000,(주)이웃닷컴,e-알리미
함월고등학교,2023학년도 스마트공지시스템(e-알리미) 사용 용역,2023-03-01,1188000,(주)이웃닷컴,e-알리미
대현고등학교,2023학년도 스마트공지시스템 e-알리미 사용료 지급,2023-02-28,1188000,(주)이웃닷컴,e-알리미
신선여자고등학교,2023학년도 e-알리미 이용수수료 지급,2023-02-28,1188000,(주)이웃닷컴,e-알리미
울산공업고등학교,2022학년도 가정통신용 e-알리미 사용,2022-03-08,1980000,(주) 이웃닷컴,e-알리미
울산중앙여자고등학교,2022학년도 스마트알림장(e-알리미) 사용료(분할 지출),2022-03-01,1188000,(주)이웃닷컴,e-알리미
울산에너지고등학교,e-알리미 앱 사용 계약,2022-03-01,1188000,(주)이웃닷컴,e-알리미
약사고등학교,2022학년도 스마트 알림장(e-알리미) 사용료 지급,2022-03-01,1584000,이웃닷컴,e-알리미
무거중학교,2021학년도 e-알리미 앱 이용료 지급,2021-03-29,1188000,주식회사 이웃닷컴,e-알리미
울산공업고등학교,2021학년도 가정통신용 e-알리미 사용,2021-03-09,1980000,(주) 이웃닷컴,e-알리미
신선여자고등학교,2021학년도 e-알리미 서비스 이용 요금 지출,2021-03-04,1188000,(주)이웃닷컴,e-알리미
학성여자고등학교,2021학년도 e-알리미 용역 계약,2021-03-01,1188000,(주)이웃닷컴,e-알리미
학성고등학교,학부모 문자 서비스(e-알리미) 사용료 지급,2021-03-01,1584000,주식회사 이웃닷컴,e-알리미
상북중학교,2026학년도 구글 워크스페이스 Edu Plus 구입 건의,2026-06-11,1039500,주식회사 아이코어이앤씨,edu
울산가온고등학교,Edu Fest 학교 밖 세상 체험전 부스 운영물품 구입(OA용지 외 56종),2025-12-01,1123000,알파문구 병영점,edu
울산가온고등학교,Edu Fest 학교 밖 세상 체험전 부스 운영물품 구입(OA용지 외 56종),2025-11-28,1123000,알파문구 병영점,edu
천상초등학교,컴퓨터 운영체제(윈도우10Home) 구입,2021-04-27,1120000,(주)삼성전자사무기기울산총판,home
매곡중학교,온라인 수업 지원 물품 구입(곰캠 및 곰믹스),2020-09-15,346000,(주)곰앤컴퍼니,곰믹스
성신고등학교,"2026년 2학기 배나무 공동교육과정 운영을 위한 물품 구입 대금 지급(미술과1차, 과학과",2026-08-20,1327930,쿠팡,공동교육과정
울산경의고등학교,여름계절학기 학교간공동교육과정 「건축 일반」 실험·실습 재료 구입비 지급,2026-07-10,1079060,이베이코리아 유한책임회사,공동교육과정
성신고등학교,2026년 1학기 배나무 공동교육과정(과학과) 운영을 위한 물품 구입비 지급 1차,2026-04-10,1530610,주식회사사이언스스타,공동교육과정
학성여자고등학교,2026학년도 1학기 공동교육과정 생명과학실험 수업을 위한 물품 구입,2026-03-25,1068680,생물나라,공동교육과정
남목고등학교,[카드]2026학년도 1학기 공동교육과정 수업 물품(도서외 11종) 구입비 지급,2026-03-20,1661940,예스24(주),공동교육과정
학성초등학교,2025. 소규모 공립유치원 공동교육과정(한울타리유치원 가족체육의 날) 행사진행비 지급,2025-10-27,2000000,체육인재개발교육원,공동교육과정
문수고등학교,2025학년도 2학기 공동교육과정 수업(화학실험) 물품 구입,2025-09-26,1265000,준원테크,공동교육과정
신정고등학교,2025학년도 1학기 공동교육과정(고급생명과학) 수업 물품 구입,2025-07-11,1100000,현대교재사,공동교육과정
주전초등학교,마을교사와 함께하는 공동교육과정의 날 체험비 지출,2025-06-30,1400000,주전어촌체험마을,공동교육과정
신정고등학교,2025학년도 1학기 공동교육과정(수리 생물학) 수업 물품 구입- 카드,2025-04-01,1249450,이베이코리아 유한책임회사,공동교육과정
신정고등학교,2024학년도 2학기 배나무 공동교육과정 실험실습 물품 3차 구입,2024-12-19,1186700,현대교재사,공동교육과정
온산고등학교,2024학년도 2학기 공동교육과정 운영 수업 자료 구입,2024-09-26,1100000,대영사운드,공동교육과정
방어진고등학교,2024학년도 1학기 학교간 공동교육과정(생명과학실험) 실험물품구입,2024-06-05,1603800,생물나라,공동교육과정
신선여자고등학교,[카드] 2024학년도 1학기 공동교육과정 운영비 지출,2024-04-01,1041440,주식회사 지마켓,공동교육과정
신정고등학교,2023학년도 2학기 거점형 배나무 공동교육과정 운영물품 3차 구입 - 카드,2023-11-23,1005670,이베이코리아 유한책임회사,공동교육과정
신정고등학교,2023학년도 2학기 거점형 배나무 공동교육과정 실습을 위한 실습 물품 2차 구입 -카드,2023-10-27,1062650,이베이코리아 유한책임회사,공동교육과정
울산고등학교,"2학기 공동교육과정(입체조형, 매체미술)재료 구입건",2023-09-25,1500000,오성엑스포,공동교육과정
울산중앙고등학교,2023학년도 2학기 학교간 공동교육과정(로봇프로그래밍) 운영물품 구입,2023-08-25,1272700,아이씨뱅큐(주),공동교육과정
울산제일고등학교,공동교육과정 영화콘텐츠 제작 물품 구입비 지출,2023-08-25,1122700,주식회사 지마켓,공동교육과정
학성여자고등학교,2023학년도 학교 간 공동교육과정 물품 구입,2023-08-24,1000000,지마켓글로벌 유한책임회사,공동교육과정
약사고등학교,(카드)2023년 2학기 일과후 온라인 공동교육과정 부교재 구입,2023-08-18,2018050,(주)교보문고,공동교육과정
호계고등학교,"2023학년도 여름방학 거점형 공동교육과정 운영비 지출(세계문제와 미래 사회, 비교문화)",2023-08-04,1298520,(주)예스이십사(주),공동교육과정
온산고등학교,2023학년도 1학기 학교 간 공동교육과정 운영을 위한 실습 악기 구입,2023-06-01,1000000,"서현악기, 프라하악기",공동교육과정
문수고등학교,2023학년도 1학기 공동교육과정 '심리학' 수업을 위한 물품 구입,2023-05-03,1551000,(주)인기기프트,공동교육과정
방어진고등학교,2023학년도 1학기 배나무 공동교육과정(생명과학실험)수업을 위한 물품 구입,2023-05-02,1290000,위드스쿨(주),공동교육과정
울산중앙고등학교,"2023학년도 1학기 학교 간 공동교육과정(로봇프로그래밍, AI) /SW 특강 운영 물품",2023-04-20,3256000,키트로닉,공동교육과정
울산제일고등학교,화학 실험(전자저울) 및 거점형공동교육과정 화학 실험(은거울 반응실험키트 외) 물품 구입비,2023-04-20,1749000,현대교재사,공동교육과정
다운고등학교,2022학년도 2학기 학교 간 공동교육과정(보건간호) 수업운영 및 실험실습 물품 구입,2022-10-05,1145730,이베이코리아,공동교육과정
신정고등학교,2022학년도 2학기 학교 간 공동교육과정 화학실험 실험재료 구입,2022-09-13,1000000,피앤에스,공동교육과정
호계고등학교,2022학년도 2학기 학교간 공동교육과정(물리학실험) 실험기자재 구입,2022-09-12,1147100,현대교재사,공동교육과정
약사고등학교,(카드)2022학년도 2학기 일과후 온라인공동교육과정 부교재 구입,2022-08-23,1731960,(주)교보문고,공동교육과정
문현고등학교,원격수업 및 학교간공동교육과정 운영 물품 구입,2022-08-16,1451000,지마켓,공동교육과정
우신고등학교,2022학년도 1학기 학교 간 공동교육과정 운영 물품 구입,2022-05-04,1510000,러뷰카타,공동교육과정
다운고등학교,거점형 공동교육과정 실습물품 구입,2021-11-29,1001760,이베이코리아,공동교육과정
매곡고등학교,2021학년도 2학기 공동교육과정 보건 과목 물품 구입,2021-10-08,1338900,11번가,공동교육과정
울산중앙고등학교,공동교육과정 수강생을 위한 태블릿 구입(학교장터),2021-08-02,2998870,NHN한국사이버결제,공동교육과정
현대청운고등학교,오프라인 공동교육과정 물리학 실험 수업 교구 및 도서 구입(학교카드),2021-06-18,1056600,예스이십사주식회사,공동교육과정
우신고등학교,2021학년도 거점형 공동교육과정 운영을 위한 물품구입,2021-05-06,1765200,(주)일에스티플렛폼,공동교육과정
신정고등학교,2020학년도 2학기 거점형 공동교육과정 학생 활동집 제작비 지급,2020-12-14,1498000,손가락기획,공동교육과정
학성여자고등학교,2020학년도 L.T.E. 공동교육과정 [과학교양] 및 [첨단화학]실습 재료 구입,2020-11-13,1009500,쿠팡(주),공동교육과정
방어진고등학교,2020학년도 2학기 거점형공동교육과정 실험실습재료 및 운영물품 구입[도서],2020-11-09,375300,예스이십사(주),공동교육과정
울산제일고등학교,2020학년도 공동교육과정 실험 재료 구입비 지출,2020-11-06,382200,현대교재사,공동교육과정
우신고등학교,2020학년도 2학기 LTE 거점형 공동교육과정 운영에 따른 도서구입,2020-11-04,201600,(주)교보문고,공동교육과정
삼산고등학교,[법인카드]2학기 거점형 공동교육과정 교재 구입(도서),2020-11-04,493620,교보문고,공동교육과정
남목고등학교,2020 2학기 거점형 공동교육과정(생명과학실험) 물품 구입,2020-11-04,105600,현대교재사,공동교육과정
남목고등학교,2020학년도 2학기 L.T.E 거점형 공동교육과정 11월 학생 석식비 지출(카드),2020-11-04,217000,캠토(남목점),공동교육과정
울산제일고등학교,2020학년도 공동교육과정 실험재료 구입비 지출,2020-11-04,87350,오피스안,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 천일염 구입비 지급,2020-11-04,11900,이베이코리아 유한책임회사,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 도서 구입비 지급,2020-11-04,14220,예스이십사주식회사,공동교육과정
우신고등학교,2020학년도 2학기 LTE 거점형 공동교육과정 운영에 따른 추가물품구입,2020-11-04,56400,모닝글로리문구,공동교육과정
울산중앙고등학교,2020학년도 2학기 거점형 공동교육과정 운영 물품구입(카드),2020-11-03,228000,세계로 주식회사,공동교육과정
울산고등학교,2020학년도 2학기 거점형 공동교육과정(화학실험) 물품 구입,2020-11-03,234000,유사이언스,공동교육과정
성신고등학교,2학기 거점형 공동교육과정 (공업화학) 수업 물품 구입비 지급(4621),2020-10-28,123990,해피스쿨,공동교육과정
현대청운고등학교,거점형 공동교육과정 유기화학 수업의 실험 실습 재료 구입(학교카드),2020-10-27,268700,S2B학교장터(사이버결제),공동교육과정
울산중앙여자고등학교,(카드)2020학년도 거점형 공동교육과정(생명과학실험) 실험 실습 물품 구입,2020-10-27,126000,네이버파이넨셜,공동교육과정
학성여자고등학교,2020학년도 2학기 거점형 공동교육과정 [과학교양]과목 학습보조교재 제본,2020-10-27,187000,보경기획,공동교육과정
신선여자고등학교,[카드]2020학년도 2학기 거점형 공동교육과정 협의회비 지출,2020-10-27,50000,(주)이베이코리아(G마켓),공동교육과정
호계고등학교,2020학년도 2학기 거점형 공동교육과정(교육학) 운영을 위한 물품 구입 지출원인행위,2020-10-23,422000,(주)교보문고,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 토양성분분석키트외6종 구입비 지급,2020-10-23,213060,이베이코리아 유한책임회사,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 한글보드 구입비 지급,2020-10-23,4150,주식회사 메카솔루션,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 도서 구입비 지급,2020-10-23,46800,예스이십사주식회사,공동교육과정
우신고등학교,2020학년도 2학기 LTE 거점형 공동교육과정 운영에 따른 성격검사지 구입,2020-10-23,300000,한국교류분석상담학회,공동교육과정
우신고등학교,2020학년도 2학기 LTE 거점형 공동교육과정 운영에 따른 교재제작,2020-10-20,130000,푸른고래,공동교육과정
문수고등학교,2020학년도 2학기 거점형 공동교육과정 수업 운영을 위한 물품 구입,2020-10-19,898510,이베이코리아 유한책임회사,공동교육과정
현대청운고등학교,2020학년도 2학기 거점형 공동교육과정 수업교재 구입(학교카드),2020-10-19,175500,(사)한국검인정교과서협회,공동교육과정
신정고등학교,[카드]2020학년도 2학기 거점형 공동교육과정 교재비 지급,2020-10-19,20000,예스이십사(주),공동교육과정
울산중앙고등학교,2020학년도 2학기 거점형 공동교육과정 운영비 지출(카드),2020-10-14,85900,(주)아성다이소 울산태화점,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 실습 재료비 지급,2020-10-14,132090,이베이코리아 유한책임회사,공동교육과정
울산경의고등학교,거점형공동교육과정(융합과학탐구) 운영을 위한 도서 구입비 지급,2020-10-14,208350,예스이십사주식회사,공동교육과정
울산중앙여자고등학교,(카드)2020학년도 거점형 공동교육과정(생명과학실험) 실험 실습 물품 구입,2020-10-13,217000,네이버파이넨셜,공동교육과정
언양고등학교,2020학년도 2학기 거점형공동교육과정 수업(로봇제어시스템) 실습 물품 구입,2020-10-13,1452000,주식회사 에스에프에듀,공동교육과정
울산동천고등학교,2020학년도 2학기 거점형공동교육과정 물리학 실험 재료 구입(락카스프레이 외 2종),2020-10-12,41920,쿠팡(주),공동교육과정
울산동천고등학교,2020학년도 2학기 거점형공동교육과정 물리학 실험 재료 구입(사각유리판 외 2종),2020-10-12,82500,한국단열,공동교육과정
울산동천고등학교,2020학년도 2학기 거점형공동교육과정 물리학 실험 재료 구입(구리선 외 3종),2020-10-12,51340,이베이코리아 유한책임회사,공동교육과정
울산여자고등학교,2학기 거점형 공동교육과정 (생태와 환경) 실험재료 구입,2020-10-12,348300,11번가 주식회사,공동교육과정
남목고등학교,2020학년도 2학기 L.T.E. 거점형 공동교육과정 보건간호 수업 물품 구입(카드),2020-10-08,246600,11번가(주),공동교육과정
울산동천고등학교,2020학년도 거점형공동교육과정 전기 ·전자기초 수업을 위한 실험 재료 구입,2020-10-07,400400,주식회사 메카솔루션,공동교육과정
방어진고등학교,2020학년도 2학기 거점형공동교육과정 운영 물품 구입,2020-10-07,109500,협성문구(울산),공동교육과정
성신고등학교,2학기 거점형 공동교육과정(물리학 실험) 수업 물품 구입비 지급(4621),2020-10-06,677000,세원과학사,공동교육과정
범서고등학교,2020학년도 2학기 공동교육과정(화학실험) 실험 재료 구입,2020-10-05,98000,(주)케이지이니시스,공동교육과정
성신고등학교,2020년 고교학점제 선도지구 공동교육과정 운영 물품(와콤 타블렛) 구입비 지급(4621),2020-09-29,413200,이베이코리아 유한책임회사(옥션),공동교육과정
남목고등학교,2020학년도 2학기 L.T.E.공동교육과정 보건간호 수업 물품 구입(카드),2020-09-29,174500,11번가(주),공동교육과정
