기관명,계약명,계약일,계약금액,계약상대자,키워드
신선여자고등학교,[카드]2020학년도 2학기 거점형 공동교육과정 사회과제연구 운영비 지출 건의(스프링파일),2020-09-29,80520,(주)이베이코리아(G마켓),공동교육과정
신선여자고등학교,[카드]2020학년도 2학기 거점형 공동교육과정 사회과제연구 도서 구입비 지출,2020-09-29,283500,예스이십사,공동교육과정
학성여자고등학교,2020학년도 2학기 선도지구 내 공동교육과정 운영 물품 구입,2020-09-29,200000,(주)알라딘커뮤니케이션,공동교육과정
성신고등학교,2020년 고교학점제 선도지구 공동교육과정 도서 구입비 지급(4621),2020-09-28,248640,이베이코리아 유한책임회사(옥션),공동교육과정
울산제일고등학교,거점형 공동교육과정 실험 기자재 구입비 지출,2020-09-28,2573950,(주)경인과학,공동교육과정
성신고등학교,2020년 고교학점제 선도지구 공동교육과정 교재 제작비 지급,2020-09-25,154000,보경기획,공동교육과정
울산중앙고등학교,2020학년도 2학기 거점형 공동교육과정 철학과목 교재 및 부교재 구입(카드),2020-09-25,594000,예스이십사주식회사,공동교육과정
울산제일고등학교,거점형 공동교육과정(생명과학 실험) 수업 재료 구입비 지출,2020-09-25,43000,현대교재사,공동교육과정
약사고등학교,고교학점제 선도지구 온라인 공동교육과정 학습교구 구입,2020-09-24,800000,주식회사하람,공동교육과정
울산여자고등학교,2학기 거점형공동교육과정 교과서(생태와환경) 구입,2020-09-24,144020,사단볍인 한국검인정교과서협회,공동교육과정
달천고등학교,202학년도 2학기 L.T.E.공동교육과정 실험비 지출(MBTI검사지),2020-09-23,111300,(주)어세스타,공동교육과정
달천고등학교,202학년도 2학기 L.T.E.공동교육과정 실험비 지출(악보화일외 1종),2020-09-23,307500,이베이코리아 유한책임회사,공동교육과정
무거고등학교,L.T.E 공동교육과정 수업용 교과서 구매,2020-09-23,120800,사단법인 한국검인정교과서협회,공동교육과정
성신고등학교,2020학년도 2학기 거점형 공동교육과정(물리학실험) 용 운영용품 구입비 지급(4400),2020-09-23,38700,자연애마트,공동교육과정
울산제일고등학교,거점형 공동교육과정 실험 기자재(PCR) 구입비 지출,2020-09-22,2198000,주식회사 한국과학,공동교육과정
화봉고등학교,2020학년도 2학기 거점형 공동교육과정(자료 구조) 교재 구입,2020-09-21,612000,옥션,공동교육과정
학성여자고등학교,2020학년도 2학기 선도지구내 온라인공동교육과정 운영 물품 구입,2020-09-21,230000,예스이십사주식회사,공동교육과정
남목고등학교,2020학년도 2학기 거점형공동교육과정 보건간호 수업 물품 구입(카드),2020-09-21,318500,11번가(주),공동교육과정
다운고등학교,거점형 공동교육과정 운영을 위한 비품 구입비 지급,2020-09-08,87250,이베이코리아,공동교육과정
현대청운고등학교,거점형 공동교육과정 물리학실험 실험 교구 구입비 지급,2020-09-03,735000,문수시스템,공동교육과정
신정고등학교,2020학년도 1학기 거점형 공동교육과정 학생 활동집 제작비 지급,2020-08-14,1056000,손가락기획,공동교육과정
언양초등학교,2021학년도 언양초 교보문고 전자도서관 도서 구입,2021-05-10,4024080,(주)교보문고,교보문고
꽃바위유치원,교육공간노후환경개선 비품 구입,2026-06-15,4932480,사회적협동조합 다우퍼니처,교육공간
신언중학교,(카드)특수학생과 함께하는 생태교육공간 마련 물품(수경재배기) 구입,2023-05-19,3487500,네이버,교육공간
신언중학교,[학교장터]특수학생과 함께하는 생태교육공간 마련 물품 구입 (흔들의자),2023-05-12,4400000,홀츠바우,교육공간
신언중학교,[조달청]특수학생과 함께하는 생태교육공간 마련 물품 구입 (옥외용벤치),2023-05-03,3300000,(주)서라벌이앤지1278623151,교육공간
약수초등학교,2026학년도 6월 울산학생교육문화회관(1학년 및 특수학급) 차량 용역,2026-06-15,1320000,금성관광산업주식회사,교육문화
약수초등학교,2026년 4월 울산학생교육문화회관(2학년) 차량 용역,2026-04-21,1050000,주식회사 에스케이유투어,교육문화
염포초등학교,울산학생교육문화회관 공연 관람을 위한 차량 용역 계약,2026-03-09,3360000,(주)평화관광,교육문화
병영초등학교,2025학년도 제28회 울산교육문화예술제 합창단 단복관련 대여비 지급,2025-10-31,1498000,비파와수금,교육문화
양사초등학교,울산교육문화예술제(체험부스) 운영물품 구입,2025-10-27,1304000,봉언니한복집,교육문화
매산초등학교,[카드]제28회 울산교육문화제 매산오케스트라 단복대여비 지출,2025-10-24,1260000,에스엠아이아이뮤직,교육문화
현대공업고등학교,제28회 울산교육문화예술제 미술체험 부스 운영 물품 구입비(테이블보외 18종),2025-10-21,1159130,11번가,교육문화
중남초등학교,제28회 울산교육문화예술제 및 정기연주회 차량 용역 계약,2025-10-16,1600000,주식회사에스케이유투어,교육문화
외솔초등학교,제28회 울산교육문화예술제 합창단 공연 단복 대여,2025-10-16,2232000,비파와수금,교육문화
월봉초등학교,제28회 울산교육문화예술제 미술체험부스 운영에 필요한 물품 구입비 지출,2025-10-14,1678000,지마켓,교육문화
진장중학교,제28회 울산교육문화예술제 체험부스 운영 물품 구입비,2025-10-13,1166410,주식회사 지마켓,교육문화
현대고등학교,2025학년도 제28회 울산교육문화예술제 체험 부스 운영 물품 구입비 지급(학교카드),2025-09-30,1200680,쿠팡(주),교육문화
명산초등학교,[신용카드] 제27회 울산교육문화예술제 합창공연 의상 대여비,2024-10-21,1197000,비파와수금,교육문화
서생중학교,2024학년도 제27회 울산교육문화예술제 버스대여비 지급,2024-10-21,1200000,구일관광전세버스(협),교육문화
동대초등학교,제27회 울산교육문화예술제 참가에 필요한 단복 및 구두 대여비(합창부) 지출,2024-10-19,1332000,제이아트,교육문화
현대고등학교,2024학년도 제27회 울산교육문화예술제 체험부스 운영 물품 구입 대금 지급,2024-10-18,1275000,캔들바다,교육문화
병영초등학교,2024학년도 울산교육문화예술제 드림누리 현악 오케스트라 운영 단복 및 구두 대여비 지출,2024-10-16,1005300,비파와수금,교육문화
현대중학교,제27회 울산교육문화예술제 체험 부스 운영 물품(보석십자수 키링) 구입,2024-10-07,1191800,주식회사 지마켓,교육문화
대현초등학교,교육문화예술제 단복 구입,2024-10-02,3000000,메이,교육문화
양사초등학교,제27회 울산교육문화예술제 부스 운영 물품 구입,2024-09-26,2980000,울산현대교재사,교육문화
병영초등학교,2023학년도 울산교육문화예술제 합창단 단복대여,2023-10-25,1350000,비파와수금,교육문화
동평초등학교,2023학년도 울산학생교육문화예술제 공연 의상 대여비 지급,2023-10-24,1127500,그레이스지니,교육문화
서생중학교,2023학년도 제26회 울산교육문화예술제 버스대여비 지급,2023-10-20,1210000,구일관광전세버스(협),교육문화
호연초등학교,2023 울산교육문화예술제 체험부스 운영물품 구입(팬플루트 만들기),2023-10-16,1200000,쿠팡(주),교육문화
양사초등학교,울산교육문화예술제 부스 운영 물품 구입,2023-10-04,1800000,현대교재사,교육문화
현대중학교,2023 울산교육문화예술제 체험부스 운영물품구입(가위 외 14건),2023-09-25,1215330,(주)이베이코리아(지마켓),교육문화
월평초등학교,울산학생 교육문화회관 4월 단체 관람을 위한 차량비 지출,2023-03-27,1650000,(주)동천고속관광,교육문화
삼호초등학교,제25회 학생교육문화예술제 체험부스 운영물품 구입비 지출,2022-10-24,1300000,이서뷰티,교육문화
울산남부초등학교,제25회 학생교육문화예술체 체험부스 운영 물품 구입,2022-10-22,1333100,(주)아이스크림미디어,교육문화
병영초등학교,2022학년도 제25회 울산교육문화예술제 합창단 공연 물품 대여(비파와수금),2022-10-19,1051500,비파와수금,교육문화
태화초등학교,2022 교육문화예술제 태화 아리아 합창단 공연 물품,2022-10-06,1118000,비파와수금,교육문화
학성여자중학교,"2022학년도 울산학생교육문화회관 2학기 2,3학년 공연관람 차량 계약",2022-08-26,3960000,(주)에스케이유투어,교육문화
학성여자중학교,"2022학년도 2,3학년 울산학생교육문화회관 공연 관람 차량비 지급",2022-07-05,3960000,(주)에스케이유투어,교육문화
범서초등학교,시립미술관 및 학생교육문화회관 차량운송 용역,2022-06-14,4500000,가자고속투어(주),교육문화
옥현초등학교,안전체험관 및 학생교육문화회관 관람 차량 용역,2022-05-11,1200000,울산쿱버스관광협동조합,교육문화
옥현초등학교,학생교육문화회관 공연 단체관람을 위한 차량 임대료 지출,2021-05-24,1200000,울산쿱버스관광협동조합,교육문화
이화중학교,2021. 울산교육문화회관 문화예술 공연 관람을 위한 차량 용역,2021-05-14,1560000,금성관광산업(주),교육문화
격동초등학교,학생교육문화회관 공연관람 차량비 지출,2021-04-19,2000000,가자고속투어(주),교육문화
연암중학교,2020 울산광역시학생교육문화회관 문화예술공연 관람 차량용역비 지급,2020-10-13,250000,중앙관광협동조합,교육문화
울산마이스터고등학교,[카드] SW 및 정보 교육용 재료구입 지출,2026-08-27,1592800,(주)엔티렉스,교육용
서사초등학교,교육용 이동식 음향 반주기 세트,2026-07-13,3690000,네이버파이낸셜 주식회사,교육용
도산초등학교,2026학년도 AI 중점학교 관련 교육용 스마트기기(크롬북) 구입(2차),2026-07-13,1708000,(주)엔정보기술,교육용
두광중학교,2026학년도 예술교육용 악기 구입비 지출,2026-07-07,1785000,스쿨잼,교육용
동천유치원,교육용 플로터 프린터 구입,2026-07-01,5972070,부산지방조달청,교육용
울산양정초등학교,SW 교육용 교구 구입,2026-06-17,1297680,주식회사 지마켓,교육용
서사유치원,교육용 수건 구입,2026-06-08,1855000,송월타월백화점,교육용
도산초등학교,2026학년도 AI 중점학교 관련 교육용 스마트기기(크롬북) 구입 (1차),2026-05-27,2559000,(주)엔정보기술,교육용
약수초등학교,[법인카드]유치원 디지털리터러시 교육용 패드 구입,2026-05-26,2056000,쿠팡(주),교육용
남산초등학교,2026학년도 유치원 은별반 교육용컴퓨터 및 모니터 구입(G2B),2026-05-15,2092000,주식회사 대우루컴즈,교육용
연암초등학교,(S2B) 2026. 유치원 꽃잎반 교육용 노트북 구입,2026-04-28,1628000,리프레쉬업,교육용
화진중학교,2026학년도 교육복지실 교육용 노트북 구입,2026-04-08,1600000,삼성전자(주）,교육용
울산온라인학교,스튜디오 환경 개선을 위한 교육용 디지털 기기 구입(스탠바이미 Go),2026-04-06,1150000,경스쿨,교육용
무룡초등학교,2026학년도 멀티미디어실 교육용 컴퓨터 프로그램 구입 및 설치비,2026-04-06,1684000,씨에스정보기술,교육용
신선여자고등학교,[g2b]2026학년도 교육용 기자재(액정모니터) 구입 대금 지급,2026-03-30,2040000,부산지방조달청,교육용
삼일초등학교,2026학년도 교육용 웹서비스 구입,2026-03-27,1260000,(주)아이스크림미디어,교육용
서사초등학교,스탠드형 자동심장충격기(교육용 제세동기 포함) 구입(S2B),2026-03-25,2550000,서우테크,교육용
병영초등학교,컴퓨터실 교육용컴퓨터 하드보안 및 설치비 지급,2026-03-09,2002000,주식회사 아이티솔루션,교육용
월평중학교,공간재구조화사업 전환을 위한 소그룹 스마트교육용 전자칠판 및 거치대 학교장터 구입,2026-02-25,5000000,나이스쿨,교육용
장생포초등학교,유치원 교육용 비품 구입(태블릿컴퓨터),2026-02-13,1618000,삼성전자주식회사,교육용
내황유치원,유아교육용 비디오 프로젝터 구입,2026-01-15,2743000,부산지방조달청,교육용
삼남초등학교,유치원 방과후과정 산책활동 및 위생교육용 물품 구입 건의,2026-01-12,1342180,지마켓글로벌 유한책임회사,교육용
신천초등학교,돌봄교실 교육용품 구입,2026-01-12,2322850,스마트문구,교육용
울산산업고등학교,(NCS) 교육용 자동심장충격기 구입비 지출,2025-12-30,1077000,(주)에듀에이드,교육용
두왕초등학교,AI·정보교육 중심학교 교육용 기자재 추가구입,2025-12-22,1071100,쿠팡(주),교육용
동부초등학교,(조달구입)2025학년도 스마트 교육 환경 개선을 위한 물품 구입 (교육용컴퓨터),2025-12-12,1259760,주식회사 대우루컴즈,교육용
