회계연도,기관명,계약명,계약일,계약금액,계약방법,키워드
2021,상일중학교,교직원 근무환경개선을 위한 비품 구입(G2B),2022-02-14,1077000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,본관동 교무실 바닥 보수 공사 감리용역비 지출,2022-02-12,1061000,1인수의,DroneBlocks Enterprise Membership
2021,한울초등학교,[S2B] 특수학급 환경개선 전기공사 시행,2022-02-11,2838000,1인수의,DroneBlocks Enterprise Membership
2021,전남고등학교,1~3학년 학년실 회의용 의자 조달 구입,2022-02-11,1836000,1인수의,DroneBlocks Enterprise Membership
2021,광주제일고등학교,2021학년도 학교예술공간(음악실) 환경개선 물품(소파 외 2건) 구입,2022-02-11,1369300,1인수의,DroneBlocks Enterprise Membership
2021,송우초등학교,일반학급 교체용 물칠판 구입(G2B),2022-02-11,1230000,1인수의,DroneBlocks Enterprise Membership
2021,금호초등학교,"학교예술공간(음악실, 미술실) 환경개선 공사",2022-02-09,76582470,2인이상수의,DroneBlocks Enterprise Membership
2021,광주소프트웨어마이스터고등학교,2021 직업계고 실험·실습실 유해환경 개선(공조기일체형 전산랙) 및 3D프린트실 기자재,2022-02-09,40073000,1인수의,DroneBlocks Enterprise Membership
2021,광주여자상업고등학교,학점제 공간조성 물품 구입(공간조성운영비)-사물함 및 캐비넷 등- 나라장터 구입,2022-02-09,12750000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(S2B) 2021학년도 직업계고 학점제 실습실 구축 및 전문교과 실습실 유해환경개선 공사,2022-02-09,10780000,1인수의,DroneBlocks Enterprise Membership
2021,광주여자상업고등학교,학점제 공간조성 물품 구입(공간조성운영비) 실습대 외 교실 칸막이- 나라장터 구입,2022-02-09,3086000,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,[G2B-3자단가]2021학년도 건강체력교실 조성을 위한 기구 구입(좌식사이클 외 4종),2022-02-08,13234000,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,[G2B-3자단가]2021학년도 건강체력교실 조성을 위한 기구 구입(트레드밀),2022-02-08,10249570,1인수의,DroneBlocks Enterprise Membership
2021,산정초등학교,수업나눔 공간구성 전기 공사,2022-02-08,7100000,1인수의,DroneBlocks Enterprise Membership
2021,광주계림초등학교,교장실 사무용비품 회의용의자 구입,2022-02-08,1500000,1인수의,DroneBlocks Enterprise Membership
2021,광주광역시서부교육지원청,"대자중 등 3교(봉선중, 신가중) 담장 및 기타시설공사",2021-12-16,146990050,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시서부교육지원청,첨단중 화장실 개선 기계설비공사(1차),2021-12-16,7000000,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시동부교육지원청,각화초 화장실 보수 및 기타시설 전기공사,2021-12-06,34201590,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시동부교육지원청,광주학운초 냉난방시설개선 기계설비공사,2021-12-03,46753000,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시동부교육지원청,광주학운초 천장보수 및 냉난방시설개선 소방공사,2021-12-03,6505000,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시서부교육지원청,월곡중 냉난방시설개선 기계설비공사,2021-11-22,36055320,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시서부교육지원청,수완초 교실증축 제로에너지 자동제어 구매설치,2021-08-09,109420000,2인이상수의,DroneBlocks Enterprise Membership
2021,광주광역시서부교육지원청,수완초 교실 증축 소각폐기물처리용역,2021-04-14,7650000,1인수의,DroneBlocks Enterprise Membership
2021,광주효덕초등학교,교직원협의실 공간조성 비품(테이블) 구입,2022-02-08,1440000,1인수의,DroneBlocks Enterprise Membership
2021,광림초등학교,"(G2B) 식생활관 에어커튼(900, 1000) 구매",2022-02-08,1023000,1인수의,DroneBlocks Enterprise Membership
2021,호남삼육중학교,운동장 주차장 조성공사,2022-02-07,45313070,1인수의,DroneBlocks Enterprise Membership
2021,효천중학교,2021 창의융합형 과학실 구축을 위한 공사비 지급,2022-02-07,21513000,1인수의,DroneBlocks Enterprise Membership
2021,태봉초등학교,2020-2021학년도 태봉교육의 이모저모 앨범제작 구입,2022-02-07,2600000,1인수의,DroneBlocks Enterprise Membership
2021,광주자연과학고등학교,조리과학과 기자재(싱크대) 수리,2022-02-07,1518000,1인수의,DroneBlocks Enterprise Membership
2021,광주경신여자고등학교,학생용 책걸상 조달 구입 설치비 지출,2022-02-04,59850000,1인수의,DroneBlocks Enterprise Membership
2021,광주효동초등학교,2022년도 교사동 증축에 따른 증설학급 비품(노트북외) 구매,2022-02-04,52888450,1인수의,DroneBlocks Enterprise Membership
2021,광주선명학교,[원인] 2021 진로활동실 구축에 따른 비품(커피머신 등 6종) 구입,2022-02-04,15300000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성여자중학교,도서실 및 미술실 전기공사,2022-02-04,9346000,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,교육환경개선 회의실 공간 구축 냉.난방기 구입 설치,2022-02-04,3331250,1인수의,DroneBlocks Enterprise Membership
2021,동일미래과학고등학교,직업계고 학점제 공간조성 및 교육과정운영 물품(다기능 복사기 외 1종) 구매,2022-02-04,2343000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성여자중학교,도서실 및 미술실 환경개선공사 감리 용역비,2022-02-04,1890900,1인수의,DroneBlocks Enterprise Membership
2021,광주용산초등학교,교실 게시판 고무 구입비 지출,2022-01-28,1402500,1인수의,DroneBlocks Enterprise Membership
2021,수완초등학교,유치원 증축교실 물품 구입(칫솔살균기 외)(학교장터),2022-01-27,1711000,1인수의,DroneBlocks Enterprise Membership
2021,광주경신여자고등학교,2021 고교학점제 학교 공간 조성 사업 비품 구입(G2B)비 지출,2022-01-26,16746000,1인수의,DroneBlocks Enterprise Membership
2021,광주동신고등학교,고교학점제 공간 조성에 필요한 가구류 추가 구입,2022-02-28,35625600,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,2021년 학교 스마트기기 구입(태블릿컴퓨터 액세서리),2022-02-28,33979000,1인수의,DroneBlocks Enterprise Membership
2021,화개초등학교,각 교실 공기청정기 필터 구입,2022-02-28,8195000,1인수의,DroneBlocks Enterprise Membership
2021,조봉초등학교,2022학년도 조봉초등학교 학사력 제작 구입비,2022-02-28,5500000,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,교사동 음악실(4층) 방음문 설치,2022-02-28,4917000,1인수의,DroneBlocks Enterprise Membership
2021,동일미래과학고등학교,RFID 물품 관리 기기 구매,2022-02-28,4400000,1인수의,DroneBlocks Enterprise Membership
2021,산정초등학교,병설유치원 실외놀이시설 환경개선 모래 구입 및 작업 실시,2022-02-28,4345000,1인수의,DroneBlocks Enterprise Membership
2021,광주숭일고등학교,공간조성공사 관련 협의회실 바닥 데코타일 설치비 지출,2022-02-28,2980000,1인수의,DroneBlocks Enterprise Membership
2021,전남고등학교,[G2B] 음악실 학생용 책상 및 의자 구입,2022-01-26,3120000,1인수의,DroneBlocks Enterprise Membership
2021,광주경신여자고등학교,2021 고교학점제 학교 공간 조성 사업 비품 구입(G2B)비 지출,2022-01-25,24471400,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,"(G2B)진월관 1층 창작활동실, 2층소강의실 고교학점제 학교 공간 조성 사업을 위한 가구",2022-02-28,2514150,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,본관동 1층 로비 고교학점제 학교 공간 조성 사업을 위한 정보화기자재(디지털 안내 모니터-,2022-02-28,1815000,1인수의,DroneBlocks Enterprise Membership
2021,화개초등학교,[G2B] 교감실 데스크톱컴퓨터 구입,2022-02-28,1634000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,(카드)교내 화단 관리용 목재 구입,2022-02-28,1530000,1인수의,DroneBlocks Enterprise Membership
2021,대자중학교,[나라장터] 2021 학교예술공간(미술실) 환경개선 비품 구입(빔프로젝터),2022-02-28,1485000,1인수의,DroneBlocks Enterprise Membership
2021,동일미래과학고등학교,교무실 사무용품(폼보드 외 3종) 구입,2022-02-28,1148000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 전자칠판 구입비 지출,2022-02-27,33800000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(전자칠판) 구입,2022-02-27,8900000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,행정실 컴퓨터 본체 구입,2022-02-27,3205500,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,"(카드)고교학점제 학교 공간 조성사업 관련 고교학점제 운영을 위한 물품(도서-프로그래머,",2022-02-26,4000200,1인수의,DroneBlocks Enterprise Membership
2021,전남여자상업고등학교,전기시설개선공사(가로등 교체) 관급자재 구입,2022-02-25,15321000,1인수의,DroneBlocks Enterprise Membership
2021,광주과학고등학교,[S2B 전자계약]본관동 양면 암막 블라인드 제작 및 설치,2022-02-25,9405000,1인수의,DroneBlocks Enterprise Membership
2021,호남삼육고등학교,강당 입구 방음문 교체공사비 지급,2022-02-25,6336000,1인수의,DroneBlocks Enterprise Membership
2021,유덕초등학교,교내환경개선을 위해 수목전지공사,2022-02-25,4915000,1인수의,DroneBlocks Enterprise Membership
2021,광주자동화설비공업고등학교,(G2B)안전보건 교육환경 조성을 위한 응급처치기구 구매,2022-02-25,4582160,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,고교학점 학교공간 조성사업 학생교실 빔 프로젝트 영사용 스크린 구입,2022-02-25,3780000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,별관동 등 3개동 냉난방기 종합 세척 공사비 지출,2022-02-25,3086500,1인수의,DroneBlocks Enterprise Membership
2021,설월여자고등학교,교내 이정표(표지판) 교체공사,2022-02-25,2717000,1인수의,DroneBlocks Enterprise Membership
2021,광주여자상업고등학교,학점제 운영 학생가구 구입(학점제 교육과정운영비)-학생용 의자구입-,2022-02-25,2635000,1인수의,DroneBlocks Enterprise Membership
2021,광주서석초등학교,작은학교 운영 물품(케더링드럼 외 4종) 구입,2022-02-25,2145000,1인수의,DroneBlocks Enterprise Membership
2021,광주서석초등학교,작은학교 운영 물품(리코더 외 3종) 구입,2022-02-25,1999000,1인수의,DroneBlocks Enterprise Membership
2021,금호중앙여자고등학교,수위실 리모델링공사 관급자재 구매(원인),2022-02-25,1142940,1인수의,DroneBlocks Enterprise Membership
2021,광주농성초등학교,2022학년도 학교문화예술 프로그램 운영을 위한 악기 구입 및 수리비 지출,2022-02-25,1140000,1인수의,DroneBlocks Enterprise Membership
2021,봉산중학교,관리실용 파티션 구입,2022-02-25,1122500,1인수의,DroneBlocks Enterprise Membership
2021,광주서석초등학교,작은학교 운영 물품(에코백) 구입,2022-02-25,1050000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,물탱크 보호시설공사 감리용역,2022-02-25,1005000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,물탱크보호시설공사,2022-02-24,44882000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 사회과 수강용테이블 및 접의식 의자 구입비 지출,2022-02-24,23000000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 2층 대강의실 수강용테이블 및 접의식 의자 구입비 지출,2022-02-24,18844000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 홈베이스 물품(소파 외) 구입비 지출,2022-02-24,14261000,1인수의,DroneBlocks Enterprise Membership
2021,어룡초등학교,[G2B]3학년 교실 환경개선을 위한 가구 구입,2022-02-24,7216000,1인수의,DroneBlocks Enterprise Membership
2021,호남삼육중학교,강당 벽면 리모델링 공사,2022-02-24,6919000,1인수의,DroneBlocks Enterprise Membership
2021,산정초등학교,(학교장터) 유치원 실외놀이시설 환경개선 세면대 구입 설치,2022-02-24,6600000,1인수의,DroneBlocks Enterprise Membership
2021,광주효동초등학교,2022년 정보화기기(전자복사기) 구매,2022-02-24,4268000,1인수의,DroneBlocks Enterprise Membership
2021,광주효덕초등학교,(G2B) 교직원협의실 회의용 의자 구입,2022-02-24,3049200,1인수의,DroneBlocks Enterprise Membership
2021,불로초등학교,유치원 환경개선 실내용 비품(소파4종) 구입,2022-02-24,2258700,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,고교학점제 공간조성 - 게시판 및 현황판 구입,2022-02-24,1800000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,기도실 및 역사실 리모델링공사 건축공사 감리용역,2022-02-24,1500000,1인수의,DroneBlocks Enterprise Membership
2021,일동중학교,2021학년도 교실수업환경개선 기자재 설치비 지출,2022-02-24,1500000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,수도설비보수공사,2022-02-24,1495000,1인수의,DroneBlocks Enterprise Membership
2021,전남여자상업고등학교,2021학년도 직업계고 학점제 실험실습 기자재(조명 등) 구매,2022-02-23,44785360,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,기도실 및 역사실 구축공사비 신청,2022-02-23,39284000,1인수의,DroneBlocks Enterprise Membership
2021,수완초등학교,유치원 교사연구실 파티션 설치(조달3자단가),2022-02-23,4256000,1인수의,DroneBlocks Enterprise Membership
2021,광주선명학교,[원인] 본관 1층 현관 의자 제작,2022-02-23,3984420,1인수의,DroneBlocks Enterprise Membership
2021,송정중학교,학교 시설관리에 필요한 소모품 구입,2022-02-23,3681370,1인수의,DroneBlocks Enterprise Membership
2021,설월여자고등학교,오수정화조 조명설치공사 계획 및 시행,2022-02-23,3333000,1인수의,DroneBlocks Enterprise Membership
2021,광주전자공업고등학교,작업용 의자 구입(중증),2022-02-23,2392000,1인수의,DroneBlocks Enterprise Membership
2021,송우초등학교,교실 각종 표찰(학급칠판 자석표찰 등 6종) 구입,2022-02-23,1887600,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,(카드)고교학점제 학교 공간 조성사업 관련 인테리어 물품(선인장 미니 화분 조화세트 등 7,2022-02-23,1708480,1인수의,DroneBlocks Enterprise Membership
2021,광주중흥초등학교,[조달]증설학급 및 시청각실 비품 구입,2022-02-23,1446000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,(카드)학교 환경정리를 위한 물품(우산꽂이 34구) 구입,2022-02-23,1305000,1인수의,DroneBlocks Enterprise Membership
2021,유덕초등학교,2021학년도 학교교육활동 포토앨범 제작,2022-02-23,1200000,1인수의,DroneBlocks Enterprise Membership
2021,조선대학교부속고등학교,음악실 환경개선 전기공사비,2022-02-23,1163000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 비품(전자교탁) 구입비 지출,2022-02-22,49500000,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,건강체력교실(체력단련실) 운동기구(싸이클 외 8종) 구입,2022-02-22,16832000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 비품(비디오프로젝터) 구입비 지출,2022-02-22,14520000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(수업자동녹화시스템) 구입,2022-02-22,11000000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 비품(오디오앰프 외) 구입비 지출,2022-02-22,9504000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 비품(데스크톱컴퓨터) 구입비 지출,2022-02-22,9454500,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,교내 노후PC 교체를 위한 데스크탑 구입,2022-02-22,7792000,1인수의,DroneBlocks Enterprise Membership
2021,국제고등학교,2021 학교예술공간 음악실 환경개선사업 비품(야마하 피아노외 2종),2022-02-22,7396530,2인이상수의,DroneBlocks Enterprise Membership
2021,지산중학교,(S2B) 본관동 후면 주차장 처마 패널 설치 공사 실시,2022-02-22,7161000,1인수의,DroneBlocks Enterprise Membership
2021,일동중학교,교실칠판 교체,2022-02-22,5500000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(전자교탁) 구입,2022-02-22,5500000,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,건강체력교실(체력단련실) 운동기구(트레드밀) 구입,2022-02-22,4856000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(비디오프로젝터) 구입,2022-02-22,4840000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 비품(영사용크린) 구입비 지출,2022-02-22,4350000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성여자중학교,도서실 관리자 카운터 구입,2022-02-22,4200000,1인수의,DroneBlocks Enterprise Membership
2021,광주고등학교,(S2B전자계약)기숙사(웅비관) LED 조명 교체 공사,2022-02-22,3630000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,고교학점제 학교공간조성사업 물품(TV삽입형 칠판)구입비 지출,2022-02-22,3600000,1인수의,DroneBlocks Enterprise Membership
2021,송학초등학교,다목적실 학생용책상(20개) 구입,2022-02-22,3360000,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,건강체력교실(체력단련실) 운동기구(체스트 프레스머신) 구입,2022-02-22,3350000,1인수의,DroneBlocks Enterprise Membership
2021,광덕중학교,건강체력교실(체력단련실) 운동기구(레그익스텐션) 구입,2022-02-22,2717000,1인수의,DroneBlocks Enterprise Membership
2021,광주장원초등학교,후관동 물탱크 동파 배관 교체 및 주차장 차선 도색 작업,2022-02-22,2233000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(영사용스크린) 구입,2022-02-22,1450000,1인수의,DroneBlocks Enterprise Membership
2021,봉산중학교,학생 사물함용 바구니 구입,2022-02-22,1400000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(TV삽입형 칠판) 구입,2022-02-22,1200000,1인수의,DroneBlocks Enterprise Membership
2021,광주제일고등학교,2021학년도 미술실 환경개선을 위한 블라인드 구입,2022-02-22,1081350,1인수의,DroneBlocks Enterprise Membership
2021,조선대학교부속고등학교,학교예술공간(음악실) 환경개선사업 비품 구입비[악기장],2022-02-22,1079400,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,교실 수업 환경 개선 기자재 지원 사업 물품(데스크톱컴퓨터 및 운영체제) 구입,2022-02-22,1050500,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,2021년 학교 스마트기(테블릿 컴퓨터 충전함) 조달 구입,2022-02-21,19600000,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,각 교실 및 컴퓨터실 교탁 조달 구입,2022-02-21,14400000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,"(S2B)교내 돌출표찰, 출입문 윈도우그래픽스 제작",2022-02-21,9700000,1인수의,DroneBlocks Enterprise Membership
2021,전남여자고등학교,전남여고 외부 등기구 교체 및 위(Wee)클레스 상담실 구축 전기공사,2022-02-21,7700000,1인수의,DroneBlocks Enterprise Membership
2021,문흥중앙초등학교,[G2B조달청]교사용 의자 구입비 지급,2022-02-21,7695000,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,가정실습실 및 과학실 의자 조달 구입,2022-02-21,7140000,1인수의,DroneBlocks Enterprise Membership
2021,광주문화초등학교,냉난방기 종합세척(4단계) 실시,2022-02-21,5915000,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,공간혁신(아지트 프로젝트) 관련 비품 구입(의자),2022-02-21,4080000,1인수의,DroneBlocks Enterprise Membership
2021,광주남초등학교,[일반] 광주남초등학교 역사홍보관 게시물 구입비 지급,2022-02-21,3003000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,기도실 및 홍보실 전기 공사,2022-02-21,2397000,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,관리실 노트북컴퓨터 조달 구입,2022-02-21,1940000,1인수의,DroneBlocks Enterprise Membership
2021,송우초등학교,음악실 환경개선 악기장 구입,2022-02-21,1870000,1인수의,DroneBlocks Enterprise Membership
2021,광주진흥중학교,관리실 의자 조달 구입,2022-02-21,1620000,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,학교예술공간(음악실)환경개선사업비 지출(학생용의자),2022-02-21,1567580,1인수의,DroneBlocks Enterprise Membership
2021,광주여자상업고등학교,물탱크 교체 및 펌프배관 교체 공사 감리비용 지출,2022-02-21,1512000,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,학교예술공간(음악실)환경개선사업비 지출(이동형파일서랍 외 1종),2022-02-21,1472110,1인수의,DroneBlocks Enterprise Membership
2021,각화중학교,"학교예술공간(음악실,환경개선사업비 지출(교사용탁자 외 1종)",2022-02-21,1461260,1인수의,DroneBlocks Enterprise Membership
2021,진만초등학교,교감실 노후 사무용 캐비닛 교체비,2022-02-21,1078000,1인수의,DroneBlocks Enterprise Membership
2021,숭의과학기술고등학교,스마트1관 홍보실 계단 및 벽면도장공사,2022-02-18,9977000,1인수의,DroneBlocks Enterprise Membership
2021,광주대동고등학교,고교학점제 공간조성사업 조경공사,2022-02-18,8180700,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(음악1실 책상) 구입",2022-02-18,6900000,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(진열장) 구입",2022-02-18,6303480,1인수의,DroneBlocks Enterprise Membership
2021,일동중학교,2021학년도 음악실 환경개선사업 음향설비 구축,2022-02-18,4800000,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(업라이트피아노) 구입",2022-02-18,4700000,1인수의,DroneBlocks Enterprise Membership
2021,광주농성초등학교,[G2B] 강당 냉난방기 구입,2022-02-18,4408000,1인수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,2021학년도 직업계고 학점제 공간조성 기자재 및 장비 구입(라운지용의자),2022-02-18,4080000,1인수의,DroneBlocks Enterprise Membership
2021,신창중학교,[나라장터]교육환경 개선을 위한 기자재 구입(노트북),2022-02-18,3480000,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(실습대) 구입",2022-02-18,3376320,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(미술2실 책상) 구입",2022-02-18,1997660,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(싱크대) 구입",2022-02-18,1760000,1인수의,DroneBlocks Enterprise Membership
2021,전남중학교,"예술공간(음악실,미술실) 환경개선사업 비품(교탁) 구입",2022-02-18,1380270,1인수의,DroneBlocks Enterprise Membership
2021,신창중학교,[나라장터]행정실 업무용 노트북구입,2022-02-18,1160000,1인수의,DroneBlocks Enterprise Membership
2021,조선대학교부속고등학교,조대부고 음악실 환경개선공사,2022-02-17,34251920,1인수의,DroneBlocks Enterprise Membership
2021,용봉중학교,용봉중학교 예술공간(음악실) 전기공사비 지출,2022-02-17,5500000,1인수의,DroneBlocks Enterprise Membership
2021,광주선명학교,[원인] 2021 진로활동실 구축에 따른 비품 구입(책상 등 가구),2022-02-17,4500000,1인수의,DroneBlocks Enterprise Membership
2021,광주숭일고등학교,조리실 앞 실외기 철거 및 이설비 지급,2022-02-17,4300000,1인수의,DroneBlocks Enterprise Membership
2021,유덕중학교,행정실 이동식 서가 구입,2022-02-17,3327000,1인수의,DroneBlocks Enterprise Membership
2021,광주과학고등학교,[G2B] 전자칠판(인터랙티브화이트보드) 조달구입 계약 체결,2022-02-16,59400000,1인수의,DroneBlocks Enterprise Membership
2021,광주과학고등학교,[G2B] 수강용탁자(책상) 조달구입 계약 체결,2022-02-16,22000000,1인수의,DroneBlocks Enterprise Membership
2021,광주과학고등학교,[G2B] 교실수업환경 개선 접이식의자(학생의자) 조달 구입,2022-02-16,19800000,1인수의,DroneBlocks Enterprise Membership
2021,광주과학고등학교,[G2B] 보조칠판(2학년 교실 및 수학강의실) 조달구입 계약 체결,2022-02-16,10800000,1인수의,DroneBlocks Enterprise Membership
2021,광주경신중학교,광주경신중학교 차양공사 건축공사 계약,2022-02-16,4392000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,"학교예술공간(음악실, 미술실) 환경개선사업 음악실 물품(이퀄라이저 외) 구입비 지출",2022-02-16,3786000,1인수의,DroneBlocks Enterprise Membership
2021,장산초등학교,[G2B]식생활관 책걸상 구입,2022-02-16,2640000,1인수의,DroneBlocks Enterprise Membership
2021,광주중학교,교무실 및 교원연구실 가구 구입비(g2b),2022-02-16,2492050,1인수의,DroneBlocks Enterprise Membership
2021,광주월산초등학교,행정실 및 인쇄실 사무용 비품 구입[G2B],2022-02-16,2255000,1인수의,DroneBlocks Enterprise Membership
2021,유덕중학교,[G2B]미술과 환경개선 사업 물품[비디오프로젝터] 구입,2022-02-16,2180000,1인수의,DroneBlocks Enterprise Membership
2021,장산초등학교,[G2B]음악실 책걸상 구입,2022-02-16,2062500,1인수의,DroneBlocks Enterprise Membership
2021,빛고을고등학교,장애인편의시설 적정설치공사 변경계약 체결,2022-01-24,42342000,1인수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,금파공고 도제학교 전기전자과 전기공사,2022-01-24,12741780,2인이상수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,금파공고 도제학교 전기전자과 통신공사,2022-01-24,11712700,2인이상수의,DroneBlocks Enterprise Membership
2021,광주용산초등학교,2022학년도 본관 복도현황판 제작,2022-01-24,1820000,1인수의,DroneBlocks Enterprise Membership
2021,조선대학교부속중학교,"학교예술공간(음악실, 미술실) 환경개선사업 물품 구입",2022-01-20,34697000,1인수의,DroneBlocks Enterprise Membership
2021,일동중학교,[g2b] 학생용 책걸상 구입,2022-01-20,34131310,1인수의,DroneBlocks Enterprise Membership
2021,상무고등학교,상무고 화장실 보수 및 기타시설 기계설비공사,2022-01-19,96468540,1인수의,DroneBlocks Enterprise Membership
2021,상무고등학교,상무고 화장실 보수 및 기타시설 전기공사,2022-01-19,51164520,1인수의,DroneBlocks Enterprise Membership
2021,송원고등학교,학생용 책걸상 조달 구입,2022-01-19,44730000,1인수의,DroneBlocks Enterprise Membership
2021,광주인성고등학교,체육관(유도장) 냉. 난방기 구입,2022-01-19,4408000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자중학교,석면철거공사 감리용역비 지출,2022-01-19,2511000,1인수의,DroneBlocks Enterprise Membership
2021,일동중학교,[G2B] 음악실 및 특별실 환경개선공사 실시,2022-01-18,56772070,1인수의,DroneBlocks Enterprise Membership
2021,대성여자중학교,바닥보수공사 감리용역비 지출,2022-01-18,4455000,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,"고교학점제 공간조성공사 실시-감리용역(전기, 통신)",2022-01-10,4220000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 감리용역(건축)비 지출,2022-01-10,2098000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 감리용역(전기)비 지출,2022-01-10,1214000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 공사비 지출(전기),2022-01-07,48042500,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 감리용역(기계)비 지출,2022-01-07,3627000,1인수의,DroneBlocks Enterprise Membership
